time,joint,pos_x,pos_y,poz_z,frame
0.749,KneeLeft,-0.218,0.376,1.589,2
0.749,AnkleLeft,-0.209,-0.070,1.627,2
0.749,FootLeft,-0.189,-0.081,1.486,2
0.749,HipRight,-0.043,0.773,1.648,2
0.749,KneeRight,-0.068,0.377,1.602,2
0.749,AnkleRight,-0.110,-0.074,1.614,2
0.749,FootRight,-0.098,-0.079,1.470,2
0.949,SpineBase,-0.132,0.770,1.674,3
0.949,SpineMid,-0.130,1.123,1.744,3
0.949,Neck,-0.127,1.457,1.796,3
0.949,Head,-0.126,1.618,1.842,3
0.949,ShoulderLeft,-0.319,1.315,1.760,3
0.949,ElbowLeft,-0.369,1.054,1.715,3
0.949,WristLeft,-0.358,0.817,1.595,3
0.949,HandLeft,-0.354,0.766,1.569,3
0.949,ShoulderRight,0.050,1.311,1.807,3
0.949,ElbowRight,0.088,1.067,1.759,3
0.949,WristRight,0.076,0.810,1.615,3
0.949,HandRight,0.066,0.750,1.586,3
0.949,HipLeft,-0.215,0.777,1.616,3
0.949,KneeLeft,-0.218,0.376,1.589,3
0.949,AnkleLeft,-0.209,-0.070,1.627,3
0.949,FootLeft,-0.189,-0.082,1.486,3
0.949,HipRight,-0.043,0.773,1.648,3
0.949,KneeRight,-0.069,0.377,1.602,3
0.949,AnkleRight,-0.109,-0.075,1.614,3
0.949,FootRight,-0.098,-0.079,1.470,3
1.122,SpineBase,-0.132,0.769,1.674,4
1.122,SpineMid,-0.130,1.122,1.743,4
1.122,Neck,-0.127,1.456,1.796,4
1.122,Head,-0.127,1.617,1.842,4
1.122,ShoulderLeft,-0.319,1.315,1.759,4
1.122,ElbowLeft,-0.370,1.054,1.714,4
1.122,WristLeft,-0.359,0.818,1.593,4
1.122,HandLeft,-0.356,0.766,1.567,4
1.122,ShoulderRight,0.049,1.311,1.807,4
1.122,ElbowRight,0.088,1.067,1.760,4
1.122,WristRight,0.076,0.809,1.615,4
1.122,HandRight,0.066,0.750,1.587,4
1.122,HipLeft,-0.215,0.777,1.615,4
1.122,KneeLeft,-0.218,0.376,1.589,4
1.122,AnkleLeft,-0.209,-0.070,1.627,4
1.122,FootLeft,-0.189,-0.082,1.486,4
1.122,HipRight,-0.043,0.772,1.648,4
1.122,KneeRight,-0.069,0.377,1.601,4
1.122,AnkleRight,-0.109,-0.075,1.613,4
1.122,FootRight,-0.097,-0.080,1.469,4
1.282,SpineBase,-0.132,0.769,1.673,5
1.282,SpineMid,-0.130,1.122,1.743,5
1.282,Neck,-0.128,1.456,1.796,5
1.282,Head,-0.127,1.617,1.841,5
1.282,ShoulderLeft,-0.319,1.315,1.759,5
1.282,ElbowLeft,-0.370,1.054,1.713,5
1.282,WristLeft,-0.360,0.819,1.592,5
1.282,HandLeft,-0.357,0.766,1.565,5
1.282,ShoulderRight,0.048,1.310,1.808,5
1.282,ElbowRight,0.088,1.066,1.761,5
1.282,WristRight,0.075,0.809,1.616,5
1.282,HandRight,0.066,0.749,1.586,5
1.282,HipLeft,-0.215,0.777,1.614,5
1.282,KneeLeft,-0.218,0.376,1.589,5
1.282,AnkleLeft,-0.209,-0.070,1.627,5
1.282,FootLeft,-0.189,-0.082,1.486,5
1.282,HipRight,-0.043,0.771,1.647,5
1.282,KneeRight,-0.070,0.378,1.600,5
1.282,AnkleRight,-0.109,-0.076,1.613,5
1.282,FootRight,-0.096,-0.081,1.469,5
1.445,SpineBase,-0.132,0.768,1.671,6
1.445,SpineMid,-0.131,1.121,1.742,6
1.445,Neck,-0.128,1.455,1.795,6
1.445,Head,-0.127,1.617,1.841,6
1.445,ShoulderLeft,-0.319,1.314,1.758,6
1.445,ElbowLeft,-0.371,1.054,1.712,6
1.445,WristLeft,-0.361,0.819,1.591,6
1.445,HandLeft,-0.357,0.765,1.564,6
1.445,ShoulderRight,0.048,1.310,1.808,6
1.445,ElbowRight,0.087,1.066,1.761,6
1.445,WristRight,0.075,0.809,1.616,6
1.445,HandRight,0.066,0.749,1.586,6
1.445,HipLeft,-0.215,0.777,1.612,6
1.445,KneeLeft,-0.218,0.376,1.589,6
1.445,AnkleLeft,-0.209,-0.070,1.627,6
1.445,FootLeft,-0.189,-0.082,1.486,6
1.445,HipRight,-0.044,0.770,1.646,6
1.445,KneeRight,-0.070,0.378,1.599,6
1.445,AnkleRight,-0.109,-0.076,1.613,6
1.445,FootRight,-0.096,-0.082,1.469,6
1.578,SpineBase,-0.133,0.768,1.670,7
1.578,SpineMid,-0.131,1.121,1.741,7
1.578,Neck,-0.129,1.455,1.795,7
1.578,Head,-0.128,1.616,1.841,7
1.578,ShoulderLeft,-0.320,1.314,1.758,7
1.578,ElbowLeft,-0.371,1.054,1.712,7
1.578,WristLeft,-0.361,0.819,1.590,7
1.578,HandLeft,-0.358,0.765,1.563,7
1.578,ShoulderRight,0.047,1.310,1.808,7
1.578,ElbowRight,0.087,1.066,1.761,7
1.578,WristRight,0.075,0.808,1.616,7
1.578,HandRight,0.066,0.749,1.586,7
1.578,HipLeft,-0.215,0.777,1.611,7
1.578,KneeLeft,-0.217,0.375,1.588,7
1.578,AnkleLeft,-0.209,-0.070,1.627,7
1.578,FootLeft,-0.189,-0.082,1.486,7
1.578,HipRight,-0.044,0.769,1.644,7
1.578,KneeRight,-0.071,0.378,1.598,7
1.578,AnkleRight,-0.108,-0.077,1.613,7
1.578,FootRight,-0.095,-0.082,1.469,7
1.695,SpineBase,-0.133,0.767,1.668,8
1.695,SpineMid,-0.132,1.120,1.740,8
1.695,Neck,-0.130,1.454,1.794,8
1.695,Head,-0.129,1.616,1.841,8
1.695,ShoulderLeft,-0.320,1.314,1.757,8
1.695,ElbowLeft,-0.372,1.054,1.711,8
1.695,WristLeft,-0.362,0.819,1.589,8
1.695,HandLeft,-0.358,0.765,1.563,8
1.695,ShoulderRight,0.047,1.309,1.808,8
1.695,ElbowRight,0.087,1.065,1.761,8
1.695,WristRight,0.075,0.808,1.616,8
1.695,HandRight,0.066,0.749,1.586,8
1.695,HipLeft,-0.215,0.777,1.610,8
1.695,KneeLeft,-0.217,0.375,1.588,8
1.695,AnkleLeft,-0.209,-0.070,1.627,8
1.695,FootLeft,-0.189,-0.082,1.486,8
1.695,HipRight,-0.044,0.769,1.642,8
1.695,KneeRight,-0.071,0.379,1.597,8
1.695,AnkleRight,-0.108,-0.077,1.613,8
1.695,FootRight,-0.095,-0.083,1.469,8
1.844,SpineBase,-0.133,0.767,1.667,9
1.844,SpineMid,-0.132,1.120,1.739,9
1.844,Neck,-0.130,1.454,1.794,9
1.844,Head,-0.130,1.616,1.840,9
1.844,ShoulderLeft,-0.320,1.314,1.757,9
1.844,ElbowLeft,-0.372,1.054,1.711,9
1.844,WristLeft,-0.362,0.819,1.589,9
1.844,HandLeft,-0.359,0.764,1.563,9
1.844,ShoulderRight,0.046,1.309,1.808,9
1.844,ElbowRight,0.087,1.065,1.761,9
1.844,WristRight,0.075,0.808,1.616,9
1.844,HandRight,0.066,0.749,1.585,9
1.844,HipLeft,-0.215,0.776,1.609,9
1.844,KneeLeft,-0.217,0.375,1.588,9
1.844,AnkleLeft,-0.209,-0.070,1.627,9
1.844,FootLeft,-0.189,-0.082,1.486,9
1.844,HipRight,-0.044,0.768,1.641,9
1.844,KneeRight,-0.072,0.379,1.596,9
1.844,AnkleRight,-0.108,-0.077,1.613,9
1.844,FootRight,-0.095,-0.084,1.469,9
1.964,SpineBase,-0.133,0.766,1.666,10
1.964,SpineMid,-0.132,1.120,1.739,10
1.964,Neck,-0.131,1.453,1.793,10
1.964,Head,-0.131,1.615,1.840,10
1.964,ShoulderLeft,-0.321,1.314,1.757,10
1.964,ElbowLeft,-0.372,1.054,1.711,10
1.964,WristLeft,-0.363,0.819,1.589,10
1.964,HandLeft,-0.359,0.764,1.565,10
1.964,ShoulderRight,0.046,1.309,1.808,10
1.964,ElbowRight,0.087,1.065,1.761,10
1.964,WristRight,0.075,0.808,1.616,10
1.964,HandRight,0.067,0.749,1.584,10
1.964,HipLeft,-0.215,0.776,1.608,10
1.964,KneeLeft,-0.217,0.375,1.587,10
1.964,AnkleLeft,-0.210,-0.070,1.627,10
1.964,FootLeft,-0.189,-0.083,1.486,10
1.964,HipRight,-0.045,0.768,1.640,10
1.964,KneeRight,-0.072,0.380,1.596,10
1.964,AnkleRight,-0.108,-0.077,1.613,10
1.964,FootRight,-0.095,-0.084,1.469,10
2.097,SpineBase,-0.133,0.766,1.666,11
2.097,SpineMid,-0.133,1.119,1.739,11
2.097,Neck,-0.131,1.453,1.793,11
2.097,Head,-0.132,1.615,1.839,11
2.097,ShoulderLeft,-0.321,1.314,1.758,11
2.097,ElbowLeft,-0.372,1.054,1.712,11
2.097,WristLeft,-0.363,0.819,1.590,11
2.097,HandLeft,-0.360,0.762,1.568,11
2.097,ShoulderRight,0.046,1.309,1.808,11
2.097,ElbowRight,0.086,1.065,1.761,11
2.097,WristRight,0.075,0.808,1.615,11
2.097,HandRight,0.067,0.749,1.584,11
2.097,HipLeft,-0.215,0.776,1.608,11
2.097,KneeLeft,-0.217,0.375,1.587,11
2.097,AnkleLeft,-0.210,-0.071,1.627,11
2.097,FootLeft,-0.189,-0.083,1.487,11
2.097,HipRight,-0.045,0.768,1.640,11
2.097,KneeRight,-0.072,0.380,1.595,11
2.097,AnkleRight,-0.107,-0.078,1.613,11
2.097,FootRight,-0.094,-0.084,1.469,11
2.222,SpineBase,-0.134,0.766,1.666,12
2.222,SpineMid,-0.133,1.119,1.738,12
2.222,Neck,-0.132,1.453,1.793,12
2.222,Head,-0.134,1.615,1.839,12
2.222,ShoulderLeft,-0.322,1.313,1.759,12
2.222,ElbowLeft,-0.372,1.053,1.714,12
2.222,WristLeft,-0.364,0.818,1.593,12
2.222,HandLeft,-0.361,0.761,1.573,12
2.222,ShoulderRight,0.045,1.309,1.807,12
2.222,ElbowRight,0.086,1.065,1.760,12
2.222,WristRight,0.076,0.807,1.615,12
2.222,HandRight,0.067,0.750,1.583,12
2.222,HipLeft,-0.216,0.776,1.609,12
2.222,KneeLeft,-0.217,0.375,1.587,12
2.222,AnkleLeft,-0.210,-0.071,1.627,12
2.222,FootLeft,-0.189,-0.083,1.487,12
2.222,HipRight,-0.045,0.767,1.639,12
2.222,KneeRight,-0.072,0.380,1.595,12
2.222,AnkleRight,-0.107,-0.078,1.613,12
2.222,FootRight,-0.094,-0.084,1.469,12
2.359,SpineBase,-0.134,0.766,1.666,13
2.359,SpineMid,-0.134,1.119,1.738,13
2.359,Neck,-0.133,1.453,1.793,13
2.359,Head,-0.136,1.614,1.839,13
2.359,ShoulderLeft,-0.324,1.313,1.763,13
2.359,ElbowLeft,-0.372,1.051,1.718,13
2.359,WristLeft,-0.365,0.816,1.599,13
2.359,HandLeft,-0.361,0.759,1.580,13
2.359,ShoulderRight,0.045,1.309,1.806,13
2.359,ElbowRight,0.086,1.064,1.759,13
2.359,WristRight,0.076,0.807,1.614,13
2.359,HandRight,0.068,0.750,1.583,13
2.359,HipLeft,-0.217,0.775,1.611,13
2.359,KneeLeft,-0.217,0.375,1.587,13
2.359,AnkleLeft,-0.210,-0.071,1.627,13
2.359,FootLeft,-0.189,-0.083,1.486,13
2.359,HipRight,-0.045,0.767,1.639,13
2.359,KneeRight,-0.073,0.380,1.595,13
2.359,AnkleRight,-0.107,-0.078,1.613,13
2.359,FootRight,-0.094,-0.084,1.469,13
2.485,SpineBase,-0.135,0.766,1.668,14
2.485,SpineMid,-0.134,1.119,1.739,14
2.485,Neck,-0.133,1.453,1.793,14
2.485,Head,-0.137,1.614,1.839,14
2.485,ShoulderLeft,-0.325,1.312,1.766,14
2.485,ElbowLeft,-0.372,1.050,1.723,14
2.485,WristLeft,-0.365,0.814,1.607,14
2.485,HandLeft,-0.361,0.756,1.586,14
2.485,ShoulderRight,0.044,1.309,1.806,14
2.485,ElbowRight,0.086,1.064,1.758,14
2.485,WristRight,0.076,0.808,1.614,14
2.485,HandRight,0.068,0.750,1.582,14
2.485,HipLeft,-0.218,0.775,1.614,14
2.485,KneeLeft,-0.217,0.375,1.588,14
2.485,AnkleLeft,-0.210,-0.071,1.627,14
2.485,FootLeft,-0.190,-0.083,1.486,14
2.485,HipRight,-0.046,0.768,1.639,14
2.485,KneeRight,-0.073,0.380,1.595,14
2.485,AnkleRight,-0.107,-0.078,1.613,14
2.485,FootRight,-0.094,-0.085,1.469,14
2.633,SpineBase,-0.135,0.766,1.669,15
2.633,SpineMid,-0.135,1.119,1.740,15
2.633,Neck,-0.134,1.453,1.794,15
2.633,Head,-0.139,1.614,1.840,15
2.633,ShoulderLeft,-0.326,1.312,1.769,15
2.633,ElbowLeft,-0.372,1.048,1.727,15
2.633,WristLeft,-0.366,0.813,1.613,15
2.633,HandLeft,-0.361,0.755,1.590,15
2.633,ShoulderRight,0.044,1.309,1.806,15
2.633,ElbowRight,0.086,1.064,1.758,15
2.633,WristRight,0.077,0.808,1.613,15
2.633,HandRight,0.069,0.751,1.582,15
2.633,HipLeft,-0.219,0.774,1.617,15
2.633,KneeLeft,-0.217,0.375,1.588,15
2.633,AnkleLeft,-0.210,-0.072,1.627,15
2.633,FootLeft,-0.191,-0.084,1.486,15
2.633,HipRight,-0.046,0.768,1.640,15
2.633,KneeRight,-0.073,0.380,1.596,15
2.633,AnkleRight,-0.106,-0.078,1.613,15
2.633,FootRight,-0.094,-0.085,1.469,15
2.757,SpineBase,-0.136,0.766,1.671,16
2.757,SpineMid,-0.136,1.118,1.741,16
2.757,Neck,-0.134,1.453,1.795,16
2.757,Head,-0.141,1.613,1.841,16
2.757,ShoulderLeft,-0.327,1.311,1.772,16
2.757,ElbowLeft,-0.371,1.047,1.730,16
2.757,WristLeft,-0.366,0.813,1.617,16
2.757,HandLeft,-0.361,0.755,1.593,16
2.757,ShoulderRight,0.044,1.309,1.806,16
2.757,ElbowRight,0.086,1.064,1.757,16
2.757,WristRight,0.077,0.808,1.613,16
2.757,HandRight,0.069,0.751,1.582,16
2.757,HipLeft,-0.219,0.774,1.620,16
2.757,KneeLeft,-0.217,0.375,1.589,16
2.757,AnkleLeft,-0.210,-0.072,1.627,16
2.757,FootLeft,-0.192,-0.084,1.486,16
2.757,HipRight,-0.046,0.768,1.640,16
2.757,KneeRight,-0.073,0.380,1.596,16
2.757,AnkleRight,-0.105,-0.079,1.613,16
2.757,FootRight,-0.094,-0.085,1.469,16
2.898,SpineBase,-0.136,0.765,1.673,17
2.898,SpineMid,-0.136,1.118,1.743,17
2.898,Neck,-0.135,1.453,1.796,17
2.898,Head,-0.142,1.613,1.842,17
2.898,ShoulderLeft,-0.328,1.311,1.774,17
2.898,ElbowLeft,-0.371,1.047,1.732,17
2.898,WristLeft,-0.366,0.813,1.619,17
2.898,HandLeft,-0.361,0.754,1.594,17
2.898,ShoulderRight,0.044,1.310,1.805,17
2.898,ElbowRight,0.086,1.064,1.757,17
2.898,WristRight,0.077,0.808,1.613,17
2.898,HandRight,0.069,0.751,1.582,17
2.898,HipLeft,-0.220,0.773,1.622,17
2.898,KneeLeft,-0.217,0.375,1.590,17
2.898,AnkleLeft,-0.210,-0.073,1.627,17
2.898,FootLeft,-0.193,-0.084,1.486,17
2.898,HipRight,-0.047,0.768,1.642,17
2.898,KneeRight,-0.073,0.380,1.597,17
2.898,AnkleRight,-0.105,-0.079,1.613,17
2.898,FootRight,-0.094,-0.084,1.469,17
3.038,SpineBase,-0.137,0.765,1.675,18
3.038,SpineMid,-0.136,1.118,1.745,18
3.038,Neck,-0.135,1.452,1.798,18
3.038,Head,-0.143,1.612,1.844,18
3.038,ShoulderLeft,-0.328,1.311,1.775,18
3.038,ElbowLeft,-0.371,1.046,1.733,18
3.038,WristLeft,-0.366,0.812,1.621,18
3.038,HandLeft,-0.360,0.754,1.595,18
3.038,ShoulderRight,0.044,1.310,1.806,18
3.038,ElbowRight,0.086,1.063,1.757,18
3.038,WristRight,0.078,0.809,1.613,18
3.038,HandRight,0.070,0.751,1.583,18
3.038,HipLeft,-0.220,0.773,1.624,18
3.038,KneeLeft,-0.216,0.375,1.591,18
3.038,AnkleLeft,-0.211,-0.073,1.627,18
3.038,FootLeft,-0.194,-0.084,1.486,18
3.038,HipRight,-0.047,0.768,1.643,18
3.038,KneeRight,-0.073,0.379,1.598,18
3.038,AnkleRight,-0.103,-0.079,1.612,18
3.038,FootRight,-0.093,-0.084,1.468,18
3.184,SpineBase,-0.136,0.765,1.677,19
3.184,SpineMid,-0.136,1.118,1.747,19
3.184,Neck,-0.135,1.452,1.801,19
3.184,Head,-0.143,1.612,1.846,19
3.184,ShoulderLeft,-0.328,1.311,1.777,19
3.184,ElbowLeft,-0.371,1.046,1.734,19
3.184,WristLeft,-0.366,0.812,1.622,19
3.184,HandLeft,-0.360,0.754,1.595,19
3.184,ShoulderRight,0.044,1.310,1.807,19
3.184,ElbowRight,0.086,1.063,1.757,19
3.184,WristRight,0.078,0.809,1.614,19
3.184,HandRight,0.070,0.751,1.583,19
3.184,HipLeft,-0.220,0.772,1.626,19
3.184,KneeLeft,-0.216,0.375,1.592,19
3.184,AnkleLeft,-0.211,-0.074,1.627,19
3.184,FootLeft,-0.195,-0.085,1.485,19
3.184,HipRight,-0.046,0.768,1.645,19
3.184,KneeRight,-0.073,0.379,1.599,19
3.184,AnkleRight,-0.102,-0.079,1.612,19
3.184,FootRight,-0.092,-0.084,1.468,19
3.305,SpineBase,-0.136,0.765,1.679,20
3.305,SpineMid,-0.136,1.118,1.749,20
3.305,Neck,-0.135,1.452,1.803,20
3.305,Head,-0.142,1.611,1.849,20
3.305,ShoulderLeft,-0.327,1.311,1.778,20
3.305,ElbowLeft,-0.371,1.045,1.735,20
3.305,WristLeft,-0.366,0.812,1.622,20
3.305,HandLeft,-0.359,0.754,1.596,20
3.305,ShoulderRight,0.045,1.309,1.808,20
3.305,ElbowRight,0.086,1.062,1.757,20
3.305,WristRight,0.079,0.809,1.614,20
3.305,HandRight,0.071,0.752,1.584,20
3.305,HipLeft,-0.219,0.772,1.627,20
3.305,KneeLeft,-0.215,0.375,1.593,20
3.305,AnkleLeft,-0.211,-0.074,1.627,20
3.305,FootLeft,-0.195,-0.085,1.485,20
3.305,HipRight,-0.046,0.768,1.647,20
3.305,KneeRight,-0.073,0.379,1.600,20
3.305,AnkleRight,-0.102,-0.080,1.612,20
3.305,FootRight,-0.092,-0.084,1.468,20
3.446,SpineBase,-0.135,0.764,1.680,21
3.446,SpineMid,-0.135,1.117,1.750,21
3.446,Neck,-0.134,1.452,1.804,21
3.446,Head,-0.142,1.611,1.851,21
3.446,ShoulderLeft,-0.327,1.310,1.779,21
3.446,ElbowLeft,-0.371,1.045,1.736,21
3.446,WristLeft,-0.365,0.812,1.623,21
3.446,HandLeft,-0.359,0.754,1.595,21
3.446,ShoulderRight,0.046,1.309,1.810,21
3.446,ElbowRight,0.087,1.062,1.757,21
3.446,WristRight,0.080,0.808,1.615,21
3.446,HandRight,0.072,0.752,1.585,21
3.446,HipLeft,-0.219,0.772,1.628,21
3.446,KneeLeft,-0.215,0.374,1.593,21
3.446,AnkleLeft,-0.211,-0.075,1.627,21
3.446,FootLeft,-0.195,-0.085,1.485,21
3.446,HipRight,-0.045,0.768,1.649,21
3.446,KneeRight,-0.073,0.378,1.601,21
3.446,AnkleRight,-0.102,-0.080,1.612,21
3.446,FootRight,-0.092,-0.084,1.468,21
3.564,SpineBase,-0.135,0.764,1.681,22
3.564,SpineMid,-0.135,1.117,1.752,22
3.564,Neck,-0.134,1.451,1.806,22
3.564,Head,-0.141,1.610,1.852,22
3.564,ShoulderLeft,-0.326,1.310,1.779,22
3.564,ElbowLeft,-0.371,1.045,1.736,22
3.564,WristLeft,-0.365,0.812,1.623,22
3.564,HandLeft,-0.358,0.754,1.595,22
3.564,ShoulderRight,0.046,1.308,1.811,22
3.564,ElbowRight,0.087,1.061,1.758,22
3.564,WristRight,0.081,0.808,1.616,22
3.564,HandRight,0.073,0.751,1.587,22
3.564,HipLeft,-0.218,0.772,1.629,22
3.564,KneeLeft,-0.215,0.374,1.594,22
3.564,AnkleLeft,-0.212,-0.075,1.627,22
3.564,FootLeft,-0.196,-0.085,1.485,22
3.564,HipRight,-0.045,0.768,1.650,22
3.564,KneeRight,-0.072,0.378,1.602,22
3.564,AnkleRight,-0.101,-0.080,1.612,22
3.564,FootRight,-0.091,-0.084,1.468,22
3.693,SpineBase,-0.134,0.764,1.682,23
3.693,SpineMid,-0.134,1.117,1.752,23
3.693,Neck,-0.133,1.451,1.807,23
3.693,Head,-0.140,1.610,1.854,23
3.693,ShoulderLeft,-0.326,1.310,1.780,23
3.693,ElbowLeft,-0.370,1.045,1.736,23
3.693,WristLeft,-0.364,0.812,1.622,23
3.693,HandLeft,-0.358,0.754,1.595,23
3.693,ShoulderRight,0.047,1.308,1.813,23
3.693,ElbowRight,0.087,1.061,1.759,23
3.693,WristRight,0.082,0.807,1.618,23
3.693,HandRight,0.073,0.751,1.589,23
3.693,HipLeft,-0.218,0.772,1.629,23
3.693,KneeLeft,-0.214,0.374,1.594,23
3.693,AnkleLeft,-0.212,-0.075,1.627,23
3.693,FootLeft,-0.196,-0.085,1.485,23
3.693,HipRight,-0.044,0.767,1.652,23
3.693,KneeRight,-0.072,0.377,1.603,23
3.693,AnkleRight,-0.101,-0.081,1.612,23
3.693,FootRight,-0.091,-0.084,1.468,23
3.819,SpineBase,-0.134,0.764,1.683,24
3.819,SpineMid,-0.134,1.117,1.753,24
3.819,Neck,-0.133,1.451,1.807,24
3.819,Head,-0.140,1.610,1.855,24
3.819,ShoulderLeft,-0.325,1.310,1.780,24
3.819,ElbowLeft,-0.370,1.045,1.737,24
3.819,WristLeft,-0.364,0.812,1.622,24
3.819,HandLeft,-0.357,0.754,1.594,24
3.819,ShoulderRight,0.047,1.308,1.815,24
3.819,ElbowRight,0.088,1.060,1.761,24
3.819,WristRight,0.082,0.807,1.619,24
3.819,HandRight,0.074,0.751,1.591,24
3.819,HipLeft,-0.217,0.772,1.630,24
3.819,KneeLeft,-0.214,0.374,1.595,24
3.819,AnkleLeft,-0.212,-0.075,1.627,24
3.819,FootLeft,-0.196,-0.085,1.485,24
3.819,HipRight,-0.043,0.767,1.653,24
3.819,KneeRight,-0.072,0.377,1.603,24
3.819,AnkleRight,-0.101,-0.081,1.611,24
3.819,FootRight,-0.090,-0.084,1.467,24
3.959,SpineBase,-0.133,0.764,1.683,25
3.959,SpineMid,-0.134,1.116,1.754,25
3.959,Neck,-0.133,1.451,1.808,25
3.959,Head,-0.140,1.610,1.855,25
3.959,ShoulderLeft,-0.325,1.310,1.780,25
3.959,ElbowLeft,-0.370,1.045,1.736,25
3.959,WristLeft,-0.363,0.812,1.622,25
3.959,HandLeft,-0.357,0.755,1.593,25
3.959,ShoulderRight,0.047,1.308,1.816,25
3.959,ElbowRight,0.088,1.059,1.762,25
3.959,WristRight,0.083,0.806,1.621,25
3.959,HandRight,0.075,0.751,1.593,25
3.959,HipLeft,-0.217,0.772,1.630,25
3.959,KneeLeft,-0.214,0.374,1.595,25
3.959,AnkleLeft,-0.212,-0.075,1.627,25
3.959,FootLeft,-0.196,-0.085,1.485,25
3.959,HipRight,-0.043,0.767,1.654,25
3.959,KneeRight,-0.071,0.377,1.604,25
3.959,AnkleRight,-0.100,-0.081,1.611,25
3.959,FootRight,-0.089,-0.084,1.467,25
4.087,SpineBase,-0.133,0.764,1.684,26
4.087,SpineMid,-0.133,1.116,1.754,26
4.087,Neck,-0.133,1.450,1.808,26
4.087,Head,-0.139,1.609,1.856,26
4.087,ShoulderLeft,-0.325,1.310,1.779,26
4.087,ElbowLeft,-0.370,1.045,1.736,26
4.087,WristLeft,-0.363,0.813,1.621,26
4.087,HandLeft,-0.356,0.755,1.592,26
4.087,ShoulderRight,0.047,1.308,1.817,26
4.087,ElbowRight,0.088,1.059,1.763,26
4.087,WristRight,0.084,0.805,1.622,26
4.087,HandRight,0.075,0.751,1.594,26
4.087,HipLeft,-0.216,0.772,1.630,26
4.087,KneeLeft,-0.213,0.374,1.595,26
4.087,AnkleLeft,-0.212,-0.075,1.626,26
4.087,FootLeft,-0.196,-0.085,1.485,26
4.087,HipRight,-0.043,0.767,1.654,26
4.087,KneeRight,-0.071,0.377,1.604,26
4.087,AnkleRight,-0.099,-0.081,1.611,26
4.087,FootRight,-0.088,-0.084,1.466,26
4.228,SpineBase,-0.133,0.764,1.684,27
4.228,SpineMid,-0.133,1.116,1.754,27
4.228,Neck,-0.133,1.450,1.808,27
4.228,Head,-0.139,1.609,1.856,27
4.228,ShoulderLeft,-0.325,1.309,1.779,27
4.228,ElbowLeft,-0.370,1.045,1.735,27
4.228,WristLeft,-0.363,0.813,1.620,27
4.228,HandLeft,-0.356,0.755,1.591,27
4.228,ShoulderRight,0.047,1.308,1.818,27
4.228,ElbowRight,0.088,1.058,1.764,27
4.228,WristRight,0.084,0.805,1.623,27
4.228,HandRight,0.075,0.751,1.595,27
4.228,HipLeft,-0.216,0.772,1.630,27
4.228,KneeLeft,-0.213,0.374,1.596,27
