time,joint,pos_x,pos_y,poz_z,frame
0.878,HandRight,0.110,0.756,1.588,3
0.878,HipLeft,-0.201,0.781,1.625,3
0.878,KneeLeft,-0.199,0.375,1.590,3
0.878,AnkleLeft,-0.225,-0.104,1.621,3
0.878,FootLeft,-0.209,-0.114,1.472,3
0.878,HipRight,-0.027,0.779,1.649,3
0.878,KneeRight,-0.059,0.377,1.600,3
0.878,AnkleRight,-0.101,-0.105,1.611,3
0.878,FootRight,-0.090,-0.109,1.459,3
1.038,SpineBase,-0.116,0.774,1.681,4
1.038,SpineMid,-0.116,1.125,1.748,4
1.038,Neck,-0.114,1.457,1.800,4
1.038,Head,-0.124,1.619,1.825,4
1.038,ShoulderLeft,-0.307,1.314,1.760,4
1.038,ElbowLeft,-0.350,1.059,1.714,4
1.038,WristLeft,-0.355,0.834,1.602,4
1.038,HandLeft,-0.342,0.772,1.579,4
1.038,ShoulderRight,0.068,1.312,1.804,4
1.038,ElbowRight,0.110,1.060,1.755,4
1.038,WristRight,0.115,0.818,1.621,4
1.038,HandRight,0.111,0.755,1.590,4
1.038,HipLeft,-0.201,0.781,1.627,4
1.038,KneeLeft,-0.199,0.374,1.591,4
1.038,AnkleLeft,-0.225,-0.104,1.621,4
1.038,FootLeft,-0.209,-0.114,1.471,4
1.038,HipRight,-0.026,0.778,1.651,4
1.038,KneeRight,-0.059,0.376,1.602,4
1.038,AnkleRight,-0.101,-0.106,1.611,4
1.038,FootRight,-0.090,-0.110,1.459,4
1.197,SpineBase,-0.115,0.774,1.683,5
1.197,SpineMid,-0.115,1.124,1.750,5
1.197,Neck,-0.113,1.456,1.800,5
1.197,Head,-0.123,1.619,1.826,5
1.197,ShoulderLeft,-0.306,1.313,1.761,5
1.197,ElbowLeft,-0.349,1.058,1.715,5
1.197,WristLeft,-0.354,0.833,1.603,5
1.197,HandLeft,-0.341,0.772,1.580,5
1.197,ShoulderRight,0.069,1.311,1.807,5
1.197,ElbowRight,0.111,1.059,1.757,5
1.197,WristRight,0.115,0.817,1.623,5
1.197,HandRight,0.111,0.754,1.592,5
1.197,HipLeft,-0.199,0.781,1.629,5
1.197,KneeLeft,-0.198,0.374,1.593,5
1.197,AnkleLeft,-0.225,-0.105,1.621,5
1.197,FootLeft,-0.209,-0.114,1.471,5
1.197,HipRight,-0.025,0.777,1.654,5
1.197,KneeRight,-0.059,0.376,1.603,5
1.197,AnkleRight,-0.101,-0.106,1.611,5
1.197,FootRight,-0.090,-0.110,1.459,5
1.344,SpineBase,-0.114,0.773,1.686,6
1.344,SpineMid,-0.114,1.124,1.752,6
1.344,Neck,-0.112,1.456,1.802,6
1.344,Head,-0.122,1.619,1.826,6
1.344,ShoulderLeft,-0.305,1.313,1.763,6
1.344,ElbowLeft,-0.349,1.058,1.716,6
1.344,WristLeft,-0.353,0.832,1.604,6
1.344,HandLeft,-0.341,0.771,1.581,6
1.344,ShoulderRight,0.070,1.310,1.810,6
1.344,ElbowRight,0.111,1.059,1.759,6
1.344,WristRight,0.116,0.816,1.626,6
1.344,HandRight,0.111,0.753,1.594,6
1.344,HipLeft,-0.198,0.781,1.632,6
1.344,KneeLeft,-0.198,0.373,1.595,6
1.344,AnkleLeft,-0.225,-0.106,1.620,6
1.344,FootLeft,-0.209,-0.114,1.471,6
1.344,HipRight,-0.024,0.777,1.657,6
1.344,KneeRight,-0.058,0.376,1.605,6
1.344,AnkleRight,-0.100,-0.107,1.610,6
1.344,FootRight,-0.088,-0.110,1.458,6
1.468,SpineBase,-0.112,0.773,1.690,7
1.468,SpineMid,-0.113,1.123,1.755,7
1.468,Neck,-0.112,1.455,1.804,7
1.468,Head,-0.122,1.618,1.827,7
1.468,ShoulderLeft,-0.304,1.312,1.765,7
1.468,ElbowLeft,-0.348,1.058,1.718,7
1.468,WristLeft,-0.352,0.831,1.606,7
1.468,HandLeft,-0.340,0.771,1.583,7
1.468,ShoulderRight,0.071,1.310,1.814,7
1.468,ElbowRight,0.112,1.058,1.762,7
1.468,WristRight,0.116,0.815,1.629,7
1.468,HandRight,0.112,0.753,1.597,7
1.468,HipLeft,-0.197,0.780,1.636,7
1.468,KneeLeft,-0.197,0.372,1.597,7
1.468,AnkleLeft,-0.225,-0.106,1.620,7
1.468,FootLeft,-0.209,-0.114,1.471,7
1.468,HipRight,-0.023,0.776,1.661,7
1.468,KneeRight,-0.058,0.375,1.607,7
1.468,AnkleRight,-0.100,-0.108,1.610,7
1.468,FootRight,-0.088,-0.110,1.458,7
1.603,SpineBase,-0.111,0.772,1.693,8
1.603,SpineMid,-0.112,1.122,1.758,8
1.603,Neck,-0.111,1.454,1.806,8
1.603,Head,-0.121,1.618,1.828,8
1.603,ShoulderLeft,-0.303,1.312,1.767,8
1.603,ElbowLeft,-0.348,1.058,1.719,8
1.603,WristLeft,-0.351,0.830,1.608,8
1.603,HandLeft,-0.339,0.770,1.585,8
1.603,ShoulderRight,0.071,1.309,1.818,8
1.603,ElbowRight,0.112,1.058,1.766,8
1.603,WristRight,0.117,0.814,1.633,8
1.603,HandRight,0.113,0.752,1.599,8
1.603,HipLeft,-0.196,0.780,1.639,8
1.603,KneeLeft,-0.196,0.372,1.599,8
1.603,AnkleLeft,-0.225,-0.107,1.620,8
1.603,FootLeft,-0.209,-0.114,1.471,8
1.603,HipRight,-0.022,0.776,1.664,8
1.603,KneeRight,-0.057,0.375,1.609,8
1.603,AnkleRight,-0.100,-0.109,1.610,8
1.603,FootRight,-0.087,-0.110,1.458,8
1.724,SpineBase,-0.111,0.772,1.697,9
1.724,SpineMid,-0.111,1.122,1.761,9
1.724,Neck,-0.111,1.454,1.808,9
1.724,Head,-0.120,1.618,1.830,9
1.724,ShoulderLeft,-0.303,1.311,1.770,9
1.724,ElbowLeft,-0.347,1.057,1.721,9
1.724,WristLeft,-0.350,0.828,1.610,9
1.724,HandLeft,-0.338,0.769,1.587,9
1.724,ShoulderRight,0.072,1.308,1.821,9
1.724,ElbowRight,0.113,1.057,1.769,9
1.724,WristRight,0.117,0.813,1.637,9
1.724,HandRight,0.113,0.752,1.602,9
1.724,HipLeft,-0.195,0.780,1.643,9
1.724,KneeLeft,-0.196,0.371,1.601,9
1.724,AnkleLeft,-0.225,-0.108,1.620,9
1.724,FootLeft,-0.209,-0.114,1.471,9
1.724,HipRight,-0.021,0.775,1.668,9
1.724,KneeRight,-0.057,0.374,1.612,9
1.724,AnkleRight,-0.099,-0.110,1.610,9
1.724,FootRight,-0.086,-0.110,1.458,9
1.861,SpineBase,-0.110,0.771,1.701,10
1.861,SpineMid,-0.111,1.121,1.764,10
1.861,Neck,-0.110,1.453,1.811,10
1.861,Head,-0.120,1.617,1.831,10
1.861,ShoulderLeft,-0.302,1.311,1.772,10
1.861,ElbowLeft,-0.347,1.057,1.723,10
1.861,WristLeft,-0.349,0.827,1.612,10
1.861,HandLeft,-0.337,0.768,1.589,10
1.861,ShoulderRight,0.072,1.308,1.824,10
1.861,ElbowRight,0.113,1.057,1.772,10
1.861,WristRight,0.117,0.813,1.640,10
1.861,HandRight,0.114,0.751,1.604,10
1.861,HipLeft,-0.195,0.779,1.647,10
1.861,KneeLeft,-0.196,0.371,1.603,10
1.861,AnkleLeft,-0.225,-0.108,1.620,10
1.861,FootLeft,-0.209,-0.114,1.471,10
1.861,HipRight,-0.021,0.775,1.672,10
1.861,KneeRight,-0.057,0.375,1.616,10
1.861,AnkleRight,-0.098,-0.111,1.609,10
1.861,FootRight,-0.084,-0.110,1.457,10
1.980,SpineBase,-0.110,0.771,1.705,11
1.980,SpineMid,-0.111,1.121,1.767,11
1.980,Neck,-0.110,1.453,1.812,11
1.980,Head,-0.119,1.617,1.833,11
1.980,ShoulderLeft,-0.302,1.310,1.774,11
1.980,ElbowLeft,-0.347,1.057,1.725,11
1.980,WristLeft,-0.348,0.826,1.614,11
1.980,HandLeft,-0.337,0.768,1.591,11
1.980,ShoulderRight,0.072,1.308,1.826,11
1.980,ElbowRight,0.113,1.056,1.774,11
1.980,WristRight,0.117,0.812,1.643,11
1.980,HandRight,0.114,0.751,1.606,11
1.980,HipLeft,-0.195,0.779,1.651,11
1.980,KneeLeft,-0.196,0.371,1.606,11
1.980,AnkleLeft,-0.225,-0.109,1.620,11
1.980,FootLeft,-0.209,-0.114,1.471,11
1.980,HipRight,-0.021,0.774,1.675,11
1.980,KneeRight,-0.057,0.375,1.619,11
1.980,AnkleRight,-0.097,-0.112,1.609,11
1.980,FootRight,-0.083,-0.110,1.457,11
2.110,SpineBase,-0.111,0.771,1.708,12
2.110,SpineMid,-0.111,1.121,1.769,12
2.110,Neck,-0.110,1.453,1.814,12
2.110,Head,-0.119,1.617,1.834,12
2.110,ShoulderLeft,-0.302,1.310,1.777,12
2.110,ElbowLeft,-0.346,1.056,1.727,12
2.110,WristLeft,-0.348,0.825,1.616,12
2.110,HandLeft,-0.337,0.767,1.593,12
2.110,ShoulderRight,0.072,1.307,1.827,12
2.110,ElbowRight,0.113,1.056,1.776,12
2.110,WristRight,0.118,0.812,1.646,12
2.110,HandRight,0.115,0.750,1.607,12
2.110,HipLeft,-0.195,0.779,1.654,12
2.110,KneeLeft,-0.196,0.371,1.608,12
2.110,AnkleLeft,-0.225,-0.109,1.620,12
2.110,FootLeft,-0.209,-0.114,1.471,12
2.110,HipRight,-0.021,0.774,1.679,12
2.110,KneeRight,-0.057,0.376,1.621,12
2.110,AnkleRight,-0.097,-0.112,1.609,12
2.110,FootRight,-0.083,-0.110,1.457,12
2.230,SpineBase,-0.111,0.771,1.711,13
2.230,SpineMid,-0.111,1.121,1.771,13
2.230,Neck,-0.111,1.453,1.816,13
2.230,Head,-0.119,1.617,1.836,13
2.230,ShoulderLeft,-0.302,1.310,1.778,13
2.230,ElbowLeft,-0.346,1.056,1.729,13
2.230,WristLeft,-0.348,0.824,1.618,13
2.230,HandLeft,-0.336,0.767,1.595,13
2.230,ShoulderRight,0.071,1.307,1.829,13
2.230,ElbowRight,0.113,1.056,1.778,13
2.230,WristRight,0.118,0.812,1.648,13
2.230,HandRight,0.115,0.750,1.608,13
2.230,HipLeft,-0.195,0.779,1.657,13
2.230,KneeLeft,-0.196,0.371,1.610,13
2.230,AnkleLeft,-0.225,-0.110,1.620,13
2.230,FootLeft,-0.209,-0.114,1.471,13
2.230,HipRight,-0.022,0.774,1.681,13
2.230,KneeRight,-0.057,0.375,1.623,13
2.230,AnkleRight,-0.097,-0.113,1.609,13
2.230,FootRight,-0.082,-0.110,1.457,13
2.370,SpineBase,-0.111,0.771,1.713,14
2.370,SpineMid,-0.112,1.121,1.773,14
2.370,Neck,-0.111,1.453,1.817,14
2.370,Head,-0.118,1.617,1.838,14
2.370,ShoulderLeft,-0.303,1.310,1.780,14
2.370,ElbowLeft,-0.346,1.056,1.731,14
2.370,WristLeft,-0.348,0.824,1.620,14
2.370,HandLeft,-0.336,0.766,1.596,14
2.370,ShoulderRight,0.071,1.307,1.830,14
2.370,ElbowRight,0.113,1.056,1.780,14
2.370,WristRight,0.117,0.812,1.650,14
2.370,HandRight,0.115,0.749,1.610,14
2.370,HipLeft,-0.196,0.779,1.659,14
2.370,KneeLeft,-0.197,0.371,1.611,14
2.370,AnkleLeft,-0.225,-0.110,1.620,14
2.370,FootLeft,-0.209,-0.114,1.471,14
2.370,HipRight,-0.022,0.774,1.683,14
2.370,KneeRight,-0.058,0.375,1.625,14
2.370,AnkleRight,-0.097,-0.113,1.609,14
2.370,FootRight,-0.082,-0.110,1.457,14
2.487,SpineBase,-0.112,0.771,1.714,15
2.487,SpineMid,-0.112,1.121,1.774,15
2.487,Neck,-0.111,1.453,1.818,15
2.487,Head,-0.118,1.616,1.839,15
2.487,ShoulderLeft,-0.303,1.310,1.781,15
2.487,ElbowLeft,-0.347,1.055,1.732,15
2.487,WristLeft,-0.348,0.824,1.621,15
2.487,HandLeft,-0.337,0.766,1.597,15
2.487,ShoulderRight,0.070,1.307,1.832,15
2.487,ElbowRight,0.112,1.056,1.782,15
2.487,WristRight,0.117,0.812,1.651,15
2.487,HandRight,0.114,0.749,1.611,15
2.487,HipLeft,-0.196,0.779,1.660,15
2.487,KneeLeft,-0.197,0.371,1.612,15
2.487,AnkleLeft,-0.225,-0.110,1.620,15
2.487,FootLeft,-0.208,-0.114,1.471,15
2.487,HipRight,-0.022,0.774,1.685,15
2.487,KneeRight,-0.058,0.375,1.626,15
2.487,AnkleRight,-0.097,-0.113,1.609,15
2.487,FootRight,-0.082,-0.109,1.457,15
2.619,SpineBase,-0.112,0.771,1.715,16
2.619,SpineMid,-0.112,1.121,1.775,16
2.619,Neck,-0.112,1.452,1.819,16
2.619,Head,-0.119,1.616,1.840,16
2.619,ShoulderLeft,-0.303,1.310,1.782,16
2.619,ElbowLeft,-0.347,1.055,1.733,16
2.619,WristLeft,-0.348,0.823,1.622,16
2.619,HandLeft,-0.337,0.766,1.597,16
2.619,ShoulderRight,0.069,1.307,1.833,16
2.619,ElbowRight,0.112,1.056,1.783,16
2.619,WristRight,0.117,0.811,1.653,16
2.619,HandRight,0.113,0.749,1.612,16
2.619,HipLeft,-0.196,0.779,1.661,16
2.619,KneeLeft,-0.198,0.371,1.613,16
2.619,AnkleLeft,-0.225,-0.111,1.620,16
2.619,FootLeft,-0.208,-0.114,1.471,16
2.619,HipRight,-0.023,0.774,1.686,16
2.619,KneeRight,-0.058,0.375,1.626,16
2.619,AnkleRight,-0.097,-0.114,1.609,16
2.619,FootRight,-0.082,-0.109,1.457,16
2.743,SpineBase,-0.113,0.771,1.716,17
2.743,SpineMid,-0.113,1.120,1.776,17
2.743,Neck,-0.113,1.452,1.819,17
2.743,Head,-0.119,1.616,1.841,17
2.743,ShoulderLeft,-0.304,1.310,1.783,17
2.743,ElbowLeft,-0.347,1.055,1.734,17
2.743,WristLeft,-0.348,0.823,1.623,17
2.743,HandLeft,-0.337,0.766,1.598,17
2.743,ShoulderRight,0.068,1.306,1.834,17
2.743,ElbowRight,0.111,1.055,1.785,17
2.743,WristRight,0.116,0.811,1.654,17
2.743,HandRight,0.111,0.749,1.614,17
2.743,HipLeft,-0.197,0.779,1.662,17
2.743,KneeLeft,-0.198,0.371,1.614,17
2.743,AnkleLeft,-0.224,-0.111,1.620,17
2.743,FootLeft,-0.208,-0.114,1.471,17
2.743,HipRight,-0.023,0.774,1.687,17
2.743,KneeRight,-0.058,0.375,1.627,17
2.743,AnkleRight,-0.098,-0.113,1.610,17
2.743,FootRight,-0.083,-0.109,1.458,17
2.899,SpineBase,-0.113,0.771,1.716,18
2.899,SpineMid,-0.114,1.120,1.776,18
2.899,Neck,-0.115,1.452,1.819,18
2.899,Head,-0.119,1.616,1.842,18
2.899,ShoulderLeft,-0.306,1.310,1.782,18
2.899,ElbowLeft,-0.349,1.056,1.734,18
2.899,WristLeft,-0.349,0.823,1.623,18
2.899,HandLeft,-0.337,0.766,1.597,18
2.899,ShoulderRight,0.066,1.306,1.835,18
2.899,ElbowRight,0.110,1.055,1.786,18
2.899,WristRight,0.115,0.811,1.655,18
2.899,HandRight,0.109,0.749,1.615,18
2.899,HipLeft,-0.197,0.779,1.662,18
2.899,KneeLeft,-0.199,0.371,1.614,18
2.899,AnkleLeft,-0.224,-0.111,1.620,18
2.899,FootLeft,-0.207,-0.113,1.471,18
2.899,HipRight,-0.024,0.774,1.687,18
2.899,KneeRight,-0.059,0.375,1.627,18
2.899,AnkleRight,-0.098,-0.113,1.610,18
2.899,FootRight,-0.083,-0.109,1.458,18
3.031,SpineBase,-0.115,0.771,1.716,19
3.031,SpineMid,-0.116,1.120,1.775,19
3.031,Neck,-0.117,1.451,1.819,19
3.031,Head,-0.120,1.616,1.842,19
3.031,ShoulderLeft,-0.308,1.310,1.781,19
3.031,ElbowLeft,-0.351,1.056,1.733,19
3.031,WristLeft,-0.350,0.822,1.621,19
3.031,HandLeft,-0.339,0.765,1.594,19
3.031,ShoulderRight,0.064,1.306,1.836,19
3.031,ElbowRight,0.108,1.055,1.787,19
3.031,WristRight,0.114,0.810,1.655,19
3.031,HandRight,0.106,0.748,1.616,19
3.031,HipLeft,-0.199,0.779,1.661,19
3.031,KneeLeft,-0.200,0.371,1.614,19
3.031,AnkleLeft,-0.224,-0.110,1.621,19
3.031,FootLeft,-0.207,-0.113,1.471,19
3.031,HipRight,-0.025,0.775,1.687,19
3.031,KneeRight,-0.059,0.375,1.627,19
3.031,AnkleRight,-0.099,-0.113,1.610,19
3.031,FootRight,-0.083,-0.109,1.458,19
3.148,SpineBase,-0.116,0.772,1.714,20
3.148,SpineMid,-0.118,1.120,1.774,20
3.148,Neck,-0.120,1.451,1.817,20
3.148,Head,-0.122,1.616,1.842,20
3.148,ShoulderLeft,-0.311,1.310,1.779,20
3.148,ElbowLeft,-0.353,1.057,1.732,20
3.148,WristLeft,-0.351,0.821,1.619,20
3.148,HandLeft,-0.340,0.764,1.591,20
3.148,ShoulderRight,0.062,1.307,1.837,20
3.148,ElbowRight,0.107,1.054,1.787,20
3.148,WristRight,0.112,0.810,1.656,20
3.148,HandRight,0.103,0.748,1.617,20
3.148,HipLeft,-0.200,0.780,1.660,20
3.148,KneeLeft,-0.200,0.372,1.614,20
3.148,AnkleLeft,-0.224,-0.110,1.621,20
3.148,FootLeft,-0.206,-0.113,1.472,20
3.148,HipRight,-0.027,0.775,1.686,20
3.148,KneeRight,-0.060,0.375,1.627,20
3.148,AnkleRight,-0.099,-0.113,1.610,20
3.148,FootRight,-0.083,-0.109,1.458,20
3.289,SpineBase,-0.118,0.773,1.710,21
3.289,SpineMid,-0.121,1.121,1.771,21
3.289,Neck,-0.124,1.451,1.815,21
3.289,Head,-0.124,1.616,1.841,21
3.289,ShoulderLeft,-0.314,1.310,1.775,21
3.289,ElbowLeft,-0.356,1.058,1.728,21
3.289,WristLeft,-0.353,0.820,1.613,21
3.289,HandLeft,-0.341,0.764,1.583,21
3.289,ShoulderRight,0.059,1.307,1.836,21
3.289,ElbowRight,0.105,1.054,1.787,21
3.289,WristRight,0.111,0.810,1.656,21
3.289,HandRight,0.101,0.748,1.617,21
3.289,HipLeft,-0.202,0.781,1.654,21
3.289,KneeLeft,-0.201,0.372,1.612,21
3.289,AnkleLeft,-0.224,-0.110,1.621,21
3.289,FootLeft,-0.206,-0.113,1.472,21
3.289,HipRight,-0.029,0.776,1.683,21
3.289,KneeRight,-0.061,0.375,1.625,21
3.289,AnkleRight,-0.099,-0.112,1.610,21
3.289,FootRight,-0.083,-0.109,1.458,21
3.417,SpineBase,-0.121,0.774,1.705,22
3.417,SpineMid,-0.124,1.121,1.767,22
3.417,Neck,-0.127,1.450,1.812,22
3.417,Head,-0.126,1.616,1.839,22
3.417,ShoulderLeft,-0.316,1.310,1.770,22
3.417,ElbowLeft,-0.359,1.059,1.724,22
3.417,WristLeft,-0.354,0.819,1.607,22
3.417,HandLeft,-0.342,0.765,1.575,22
3.417,ShoulderRight,0.056,1.308,1.834,22
3.417,ElbowRight,0.103,1.054,1.787,22
3.417,WristRight,0.109,0.809,1.655,22
3.417,HandRight,0.098,0.749,1.616,22
3.417,HipLeft,-0.204,0.782,1.649,22
3.417,KneeLeft,-0.202,0.372,1.610,22
3.417,AnkleLeft,-0.224,-0.109,1.621,22
3.417,FootLeft,-0.206,-0.113,1.472,22
3.417,HipRight,-0.031,0.777,1.678,22
3.417,KneeRight,-0.062,0.375,1.622,22
3.417,AnkleRight,-0.100,-0.111,1.610,22
3.417,FootRight,-0.084,-0.109,1.458,22
3.545,SpineBase,-0.123,0.775,1.699,23
3.545,SpineMid,-0.127,1.121,1.762,23
3.545,Neck,-0.129,1.450,1.809,23
3.545,Head,-0.128,1.616,1.837,23
3.545,ShoulderLeft,-0.318,1.310,1.766,23
3.545,ElbowLeft,-0.361,1.059,1.718,23
3.545,WristLeft,-0.355,0.819,1.598,23
3.545,HandLeft,-0.343,0.766,1.566,23
3.545,ShoulderRight,0.053,1.309,1.831,23
3.545,ElbowRight,0.101,1.054,1.786,23
3.545,WristRight,0.107,0.809,1.652,23
3.545,HandRight,0.095,0.749,1.614,23
3.545,HipLeft,-0.206,0.783,1.642,23
3.545,KneeLeft,-0.203,0.373,1.607,23
3.545,AnkleLeft,-0.224,-0.108,1.622,23
3.545,FootLeft,-0.206,-0.113,1.472,23
3.545,HipRight,-0.033,0.778,1.673,23
3.545,KneeRight,-0.063,0.375,1.619,23
3.545,AnkleRight,-0.100,-0.110,1.610,23
3.545,FootRight,-0.084,-0.109,1.458,23
3.669,SpineBase,-0.124,0.776,1.693,24
3.669,SpineMid,-0.129,1.122,1.757,24
3.669,Neck,-0.132,1.450,1.805,24
3.669,Head,-0.130,1.616,1.835,24
3.669,ShoulderLeft,-0.320,1.311,1.761,24
3.669,ElbowLeft,-0.362,1.060,1.713,24
3.669,WristLeft,-0.356,0.819,1.592,24
3.669,HandLeft,-0.343,0.766,1.561,24
3.669,ShoulderRight,0.050,1.310,1.827,24
3.669,ElbowRight,0.098,1.054,1.784,24
3.669,WristRight,0.105,0.808,1.648,24
3.669,HandRight,0.092,0.750,1.611,24
3.669,HipLeft,-0.208,0.783,1.636,24
3.669,KneeLeft,-0.204,0.373,1.604,24
3.669,AnkleLeft,-0.224,-0.107,1.622,24
3.669,FootLeft,-0.206,-0.113,1.472,24
3.669,HipRight,-0.035,0.779,1.667,24
3.669,KneeRight,-0.064,0.376,1.615,24
3.669,AnkleRight,-0.100,-0.109,1.610,24
3.669,FootRight,-0.084,-0.109,1.457,24
3.806,SpineBase,-0.125,0.777,1.688,25
3.806,SpineMid,-0.130,1.123,1.753,25
3.806,Neck,-0.133,1.451,1.800,25
3.806,Head,-0.133,1.616,1.831,25
3.806,ShoulderLeft,-0.321,1.311,1.756,25
3.806,ElbowLeft,-0.363,1.061,1.708,25
3.806,WristLeft,-0.356,0.819,1.587,25
3.806,HandLeft,-0.343,0.766,1.558,25
3.806,ShoulderRight,0.048,1.311,1.822,25
3.806,ElbowRight,0.096,1.055,1.781,25
3.806,WristRight,0.102,0.808,1.644,25
3.806,HandRight,0.090,0.751,1.608,25
3.806,HipLeft,-0.209,0.784,1.631,25
3.806,KneeLeft,-0.204,0.374,1.601,25
3.806,AnkleLeft,-0.225,-0.106,1.622,25
3.806,FootLeft,-0.206,-0.113,1.472,25
3.806,HipRight,-0.036,0.780,1.662,25
3.806,KneeRight,-0.064,0.377,1.612,25
3.806,AnkleRight,-0.100,-0.108,1.610,25
3.806,FootRight,-0.083,-0.109,1.457,25
3.928,SpineBase,-0.126,0.777,1.684,26
3.928,SpineMid,-0.131,1.123,1.748,26
3.928,Neck,-0.134,1.451,1.795,26
3.928,Head,-0.135,1.617,1.827,26
3.928,ShoulderLeft,-0.322,1.312,1.752,26
3.928,ElbowLeft,-0.364,1.062,1.705,26
3.928,WristLeft,-0.357,0.819,1.584,26
3.928,HandLeft,-0.343,0.767,1.556,26
3.928,ShoulderRight,0.047,1.312,1.816,26
3.928,ElbowRight,0.095,1.055,1.777,26
3.928,WristRight,0.101,0.809,1.640,26
3.928,HandRight,0.088,0.751,1.605,26
3.928,HipLeft,-0.209,0.784,1.627,26
3.928,KneeLeft,-0.205,0.374,1.598,26
3.928,AnkleLeft,-0.225,-0.105,1.623,26
3.928,FootLeft,-0.206,-0.113,1.473,26
3.928,HipRight,-0.036,0.781,1.658,26
3.928,KneeRight,-0.065,0.377,1.609,26
3.928,AnkleRight,-0.100,-0.107,1.609,26
3.928,FootRight,-0.083,-0.108,1.456,26
4.063,SpineBase,-0.126,0.778,1.681,27
4.063,SpineMid,-0.131,1.124,1.744,27
4.063,Neck,-0.135,1.452,1.791,27
4.063,Head,-0.136,1.617,1.822,27
4.063,ShoulderLeft,-0.322,1.312,1.749,27
4.063,ElbowLeft,-0.364,1.062,1.702,27
4.063,WristLeft,-0.357,0.819,1.582,27
4.063,HandLeft,-0.343,0.767,1.554,27
4.063,ShoulderRight,0.047,1.313,1.810,27
4.063,ElbowRight,0.093,1.056,1.773,27
4.063,WristRight,0.100,0.809,1.636,27
4.063,HandRight,0.087,0.752,1.602,27
4.063,HipLeft,-0.209,0.785,1.624,27
4.063,KneeLeft,-0.205,0.375,1.596,27
