time,joint,pos_x,pos_y,poz_z,frame
32.416,ElbowRight,0.148,0.601,1.619,509
32.416,WristRight,0.125,0.398,1.483,509
32.416,HandRight,0.107,0.350,1.454,509
32.416,HipLeft,-0.166,0.381,1.524,509
32.416,KneeLeft,-0.189,0.079,1.439,509
32.416,AnkleLeft,-0.223,-0.386,1.354,509
32.416,FootLeft,-0.221,-0.361,1.220,509
32.416,HipRight,-0.004,0.388,1.517,509
32.416,KneeRight,0.046,0.088,1.439,509
32.416,AnkleRight,0.120,-0.375,1.367,509
32.416,FootRight,0.126,-0.353,1.233,509
32.543,SpineBase,-0.087,0.372,1.552,510
32.543,SpineMid,-0.089,0.666,1.652,510
32.543,Neck,-0.089,0.952,1.735,510
32.543,Head,-0.130,1.097,1.740,510
32.543,ShoulderLeft,-0.280,0.826,1.676,510
32.543,ElbowLeft,-0.306,0.593,1.607,510
32.543,WristLeft,-0.292,0.409,1.481,510
32.543,HandLeft,-0.272,0.361,1.455,510
32.543,ShoulderRight,0.091,0.830,1.681,510
32.543,ElbowRight,0.148,0.601,1.619,510
32.543,WristRight,0.125,0.398,1.483,510
32.543,HandRight,0.107,0.350,1.454,510
32.543,HipLeft,-0.166,0.381,1.524,510
32.543,KneeLeft,-0.189,0.079,1.439,510
32.543,AnkleLeft,-0.222,-0.386,1.354,510
32.543,FootLeft,-0.221,-0.361,1.220,510
32.543,HipRight,-0.004,0.388,1.517,510
32.543,KneeRight,0.046,0.088,1.439,510
32.543,AnkleRight,0.120,-0.375,1.367,510
32.543,FootRight,0.126,-0.353,1.233,510
32.685,SpineBase,-0.087,0.372,1.552,511
32.685,SpineMid,-0.089,0.666,1.652,511
32.685,Neck,-0.090,0.952,1.736,511
32.685,Head,-0.130,1.097,1.740,511
32.685,ShoulderLeft,-0.280,0.826,1.676,511
32.685,ElbowLeft,-0.306,0.593,1.607,511
32.685,WristLeft,-0.292,0.409,1.481,511
32.685,HandLeft,-0.272,0.361,1.455,511
32.685,ShoulderRight,0.091,0.830,1.681,511
32.685,ElbowRight,0.148,0.601,1.619,511
32.685,WristRight,0.125,0.398,1.483,511
32.685,HandRight,0.106,0.350,1.454,511
32.685,HipLeft,-0.167,0.381,1.524,511
32.685,KneeLeft,-0.189,0.079,1.439,511
32.685,AnkleLeft,-0.222,-0.385,1.354,511
32.685,FootLeft,-0.221,-0.361,1.220,511
32.685,HipRight,-0.005,0.388,1.517,511
32.685,KneeRight,0.046,0.088,1.439,511
32.685,AnkleRight,0.120,-0.375,1.367,511
32.685,FootRight,0.126,-0.353,1.233,511
32.828,SpineBase,-0.087,0.372,1.552,512
32.828,SpineMid,-0.089,0.666,1.652,512
32.828,Neck,-0.090,0.952,1.736,512
32.828,Head,-0.130,1.097,1.741,512
32.828,ShoulderLeft,-0.280,0.826,1.676,512
32.828,ElbowLeft,-0.307,0.593,1.607,512
32.828,WristLeft,-0.292,0.409,1.481,512
32.828,HandLeft,-0.272,0.361,1.455,512
32.828,ShoulderRight,0.091,0.830,1.681,512
32.828,ElbowRight,0.148,0.601,1.619,512
32.828,WristRight,0.125,0.398,1.483,512
32.828,HandRight,0.106,0.350,1.454,512
32.828,HipLeft,-0.167,0.381,1.524,512
32.828,KneeLeft,-0.189,0.079,1.439,512
32.828,AnkleLeft,-0.222,-0.385,1.354,512
32.828,FootLeft,-0.220,-0.361,1.220,512
32.828,HipRight,-0.005,0.388,1.517,512
32.828,KneeRight,0.046,0.088,1.439,512
32.828,AnkleRight,0.120,-0.374,1.367,512
32.828,FootRight,0.126,-0.353,1.233,512
32.970,SpineBase,-0.087,0.372,1.552,513
32.970,SpineMid,-0.089,0.666,1.652,513
32.970,Neck,-0.090,0.952,1.736,513
32.970,Head,-0.130,1.097,1.741,513
32.970,ShoulderLeft,-0.280,0.826,1.676,513
32.970,ElbowLeft,-0.307,0.593,1.607,513
32.970,WristLeft,-0.292,0.409,1.481,513
32.970,HandLeft,-0.272,0.361,1.455,513
32.970,ShoulderRight,0.091,0.830,1.681,513
32.970,ElbowRight,0.148,0.601,1.619,513
32.970,WristRight,0.125,0.398,1.483,513
32.970,HandRight,0.106,0.350,1.454,513
32.970,HipLeft,-0.167,0.381,1.525,513
32.970,KneeLeft,-0.189,0.079,1.439,513
32.970,AnkleLeft,-0.221,-0.385,1.354,513
32.970,FootLeft,-0.220,-0.361,1.220,513
32.970,HipRight,-0.005,0.388,1.517,513
32.970,KneeRight,0.046,0.088,1.439,513
32.970,AnkleRight,0.120,-0.374,1.367,513
32.970,FootRight,0.126,-0.353,1.233,513
33.098,SpineBase,-0.087,0.372,1.552,514
33.098,SpineMid,-0.089,0.666,1.652,514
33.098,Neck,-0.090,0.952,1.736,514
33.098,Head,-0.131,1.097,1.741,514
33.098,ShoulderLeft,-0.280,0.826,1.676,514
33.098,ElbowLeft,-0.307,0.593,1.607,514
33.098,WristLeft,-0.292,0.409,1.481,514
33.098,HandLeft,-0.272,0.361,1.455,514
33.098,ShoulderRight,0.091,0.830,1.681,514
33.098,ElbowRight,0.148,0.601,1.619,514
33.098,WristRight,0.125,0.398,1.483,514
33.098,HandRight,0.106,0.350,1.454,514
33.098,HipLeft,-0.167,0.381,1.525,514
33.098,KneeLeft,-0.189,0.079,1.439,514
33.098,AnkleLeft,-0.221,-0.385,1.355,514
33.098,FootLeft,-0.220,-0.361,1.221,514
33.098,HipRight,-0.005,0.388,1.517,514
33.098,KneeRight,0.046,0.088,1.439,514
33.098,AnkleRight,0.120,-0.374,1.367,514
33.098,FootRight,0.126,-0.352,1.233,514
33.224,SpineBase,-0.088,0.372,1.552,515
33.224,SpineMid,-0.089,0.666,1.652,515
33.224,Neck,-0.090,0.952,1.736,515
33.224,Head,-0.131,1.097,1.741,515
33.224,ShoulderLeft,-0.280,0.826,1.676,515
33.224,ElbowLeft,-0.307,0.593,1.607,515
33.224,WristLeft,-0.292,0.409,1.481,515
33.224,HandLeft,-0.272,0.361,1.455,515
33.224,ShoulderRight,0.091,0.830,1.681,515
33.224,ElbowRight,0.148,0.601,1.619,515
33.224,WristRight,0.125,0.398,1.483,515
33.224,HandRight,0.106,0.350,1.454,515
33.224,HipLeft,-0.167,0.381,1.525,515
33.224,KneeLeft,-0.188,0.079,1.439,515
33.224,AnkleLeft,-0.220,-0.385,1.355,515
33.224,FootLeft,-0.219,-0.361,1.221,515
33.224,HipRight,-0.005,0.388,1.517,515
33.224,KneeRight,0.046,0.088,1.439,515
33.224,AnkleRight,0.120,-0.374,1.367,515
33.224,FootRight,0.126,-0.352,1.233,515
33.354,SpineBase,-0.088,0.372,1.553,516
33.354,SpineMid,-0.089,0.666,1.652,516
33.354,Neck,-0.090,0.952,1.736,516
33.354,Head,-0.131,1.097,1.741,516
33.354,ShoulderLeft,-0.280,0.826,1.676,516
33.354,ElbowLeft,-0.307,0.593,1.607,516
33.354,WristLeft,-0.292,0.409,1.481,516
33.354,HandLeft,-0.272,0.361,1.455,516
33.354,ShoulderRight,0.091,0.830,1.682,516
33.354,ElbowRight,0.148,0.601,1.619,516
33.354,WristRight,0.125,0.398,1.483,516
33.354,HandRight,0.106,0.350,1.454,516
33.354,HipLeft,-0.167,0.381,1.525,516
33.354,KneeLeft,-0.188,0.079,1.439,516
33.354,AnkleLeft,-0.220,-0.385,1.355,516
33.354,FootLeft,-0.219,-0.361,1.221,516
33.354,HipRight,-0.005,0.388,1.517,516
33.354,KneeRight,0.046,0.088,1.439,516
33.354,AnkleRight,0.120,-0.374,1.367,516
33.354,FootRight,0.126,-0.352,1.233,516
33.491,SpineBase,-0.088,0.372,1.553,517
33.491,SpineMid,-0.089,0.666,1.652,517
33.491,Neck,-0.090,0.952,1.736,517
33.491,Head,-0.131,1.097,1.741,517
33.491,ShoulderLeft,-0.280,0.826,1.676,517
33.491,ElbowLeft,-0.307,0.593,1.607,517
33.491,WristLeft,-0.292,0.409,1.481,517
33.491,HandLeft,-0.272,0.361,1.455,517
33.491,ShoulderRight,0.091,0.830,1.682,517
33.491,ElbowRight,0.148,0.601,1.619,517
33.491,WristRight,0.125,0.398,1.483,517
33.491,HandRight,0.106,0.350,1.454,517
33.491,HipLeft,-0.167,0.381,1.525,517
33.491,KneeLeft,-0.188,0.079,1.439,517
33.491,AnkleLeft,-0.220,-0.385,1.355,517
33.491,FootLeft,-0.219,-0.361,1.221,517
33.491,HipRight,-0.005,0.388,1.517,517
33.491,KneeRight,0.046,0.088,1.439,517
33.491,AnkleRight,0.120,-0.374,1.368,517
33.491,FootRight,0.126,-0.352,1.233,517
33.617,SpineBase,-0.088,0.372,1.553,518
33.617,SpineMid,-0.089,0.666,1.652,518
33.617,Neck,-0.090,0.952,1.736,518
33.617,Head,-0.131,1.097,1.741,518
33.617,ShoulderLeft,-0.280,0.826,1.676,518
33.617,ElbowLeft,-0.307,0.593,1.607,518
33.617,WristLeft,-0.292,0.409,1.481,518
33.617,HandLeft,-0.272,0.361,1.456,518
33.617,ShoulderRight,0.091,0.830,1.682,518
33.617,ElbowRight,0.148,0.601,1.619,518
33.617,WristRight,0.125,0.398,1.483,518
33.617,HandRight,0.106,0.350,1.454,518
33.617,HipLeft,-0.167,0.381,1.525,518
33.617,KneeLeft,-0.188,0.079,1.439,518
33.617,AnkleLeft,-0.221,-0.385,1.355,518
33.617,FootLeft,-0.220,-0.360,1.221,518
33.617,HipRight,-0.005,0.388,1.517,518
33.617,KneeRight,0.046,0.088,1.439,518
33.617,AnkleRight,0.120,-0.374,1.368,518
33.617,FootRight,0.126,-0.352,1.233,518
33.754,SpineBase,-0.088,0.372,1.553,519
33.754,SpineMid,-0.089,0.666,1.652,519
33.754,Neck,-0.090,0.952,1.736,519
33.754,Head,-0.131,1.097,1.741,519
33.754,ShoulderLeft,-0.280,0.826,1.676,519
33.754,ElbowLeft,-0.307,0.593,1.607,519
33.754,WristLeft,-0.292,0.408,1.481,519
33.754,HandLeft,-0.272,0.361,1.456,519
33.754,ShoulderRight,0.091,0.830,1.682,519
33.754,ElbowRight,0.148,0.601,1.619,519
33.754,WristRight,0.125,0.398,1.483,519
33.754,HandRight,0.106,0.350,1.454,519
33.754,HipLeft,-0.167,0.381,1.525,519
33.754,KneeLeft,-0.188,0.079,1.439,519
33.754,AnkleLeft,-0.220,-0.385,1.355,519
33.754,FootLeft,-0.219,-0.360,1.221,519
33.754,HipRight,-0.005,0.388,1.517,519
33.754,KneeRight,0.046,0.088,1.439,519
33.754,AnkleRight,0.120,-0.374,1.368,519
33.754,FootRight,0.126,-0.352,1.234,519
33.903,SpineBase,-0.088,0.372,1.553,520
33.903,SpineMid,-0.089,0.666,1.652,520
33.903,Neck,-0.090,0.952,1.736,520
33.903,Head,-0.131,1.097,1.741,520
33.903,ShoulderLeft,-0.280,0.826,1.676,520
33.903,ElbowLeft,-0.307,0.593,1.607,520
33.903,WristLeft,-0.292,0.408,1.481,520
33.903,HandLeft,-0.272,0.361,1.456,520
33.903,ShoulderRight,0.090,0.830,1.682,520
33.903,ElbowRight,0.148,0.601,1.619,520
33.903,WristRight,0.125,0.398,1.483,520
33.903,HandRight,0.107,0.350,1.454,520
33.903,HipLeft,-0.167,0.381,1.525,520
33.903,KneeLeft,-0.188,0.079,1.439,520
33.903,AnkleLeft,-0.220,-0.385,1.355,520
33.903,FootLeft,-0.219,-0.360,1.221,520
33.903,HipRight,-0.005,0.388,1.517,520
33.903,KneeRight,0.046,0.088,1.439,520
33.903,AnkleRight,0.120,-0.373,1.368,520
33.903,FootRight,0.126,-0.352,1.234,520
34.031,SpineBase,-0.088,0.372,1.553,521
34.031,SpineMid,-0.089,0.666,1.652,521
34.031,Neck,-0.090,0.952,1.736,521
34.031,Head,-0.131,1.096,1.742,521
34.031,ShoulderLeft,-0.280,0.826,1.677,521
34.031,ElbowLeft,-0.307,0.593,1.607,521
34.031,WristLeft,-0.292,0.408,1.481,521
34.031,HandLeft,-0.272,0.361,1.456,521
34.031,ShoulderRight,0.090,0.830,1.682,521
34.031,ElbowRight,0.148,0.601,1.619,521
34.031,WristRight,0.125,0.398,1.483,521
34.031,HandRight,0.107,0.350,1.454,521
34.031,HipLeft,-0.167,0.381,1.525,521
34.031,KneeLeft,-0.188,0.078,1.439,521
34.031,AnkleLeft,-0.220,-0.385,1.355,521
34.031,FootLeft,-0.219,-0.360,1.221,521
34.031,HipRight,-0.005,0.388,1.517,521
34.031,KneeRight,0.046,0.088,1.439,521
34.031,AnkleRight,0.120,-0.373,1.368,521
34.031,FootRight,0.126,-0.352,1.234,521
34.165,SpineBase,-0.088,0.372,1.553,522
34.165,SpineMid,-0.089,0.666,1.652,522
34.165,Neck,-0.090,0.952,1.736,522
34.165,Head,-0.131,1.096,1.742,522
34.165,ShoulderLeft,-0.280,0.826,1.677,522
34.165,ElbowLeft,-0.307,0.593,1.607,522
34.165,WristLeft,-0.292,0.408,1.481,522
34.165,HandLeft,-0.272,0.361,1.456,522
34.165,ShoulderRight,0.090,0.830,1.682,522
34.165,ElbowRight,0.148,0.601,1.619,522
34.165,WristRight,0.125,0.398,1.483,522
34.165,HandRight,0.107,0.350,1.454,522
34.165,HipLeft,-0.167,0.381,1.525,522
34.165,KneeLeft,-0.188,0.078,1.440,522
34.165,AnkleLeft,-0.219,-0.385,1.356,522
34.165,FootLeft,-0.218,-0.360,1.222,522
34.165,HipRight,-0.005,0.388,1.517,522
34.165,KneeRight,0.046,0.088,1.439,522
34.165,AnkleRight,0.120,-0.373,1.368,522
34.165,FootRight,0.126,-0.352,1.234,522
34.298,SpineBase,-0.088,0.372,1.553,523
34.298,SpineMid,-0.089,0.666,1.652,523
34.298,Neck,-0.090,0.952,1.736,523
34.298,Head,-0.131,1.096,1.742,523
34.298,ShoulderLeft,-0.280,0.826,1.677,523
34.298,ElbowLeft,-0.307,0.593,1.607,523
34.298,WristLeft,-0.292,0.408,1.481,523
34.298,HandLeft,-0.272,0.361,1.456,523
34.298,ShoulderRight,0.090,0.830,1.682,523
34.298,ElbowRight,0.148,0.601,1.619,523
34.298,WristRight,0.125,0.398,1.483,523
34.298,HandRight,0.107,0.350,1.454,523
34.298,HipLeft,-0.167,0.381,1.525,523
34.298,KneeLeft,-0.187,0.078,1.440,523
34.298,AnkleLeft,-0.219,-0.385,1.356,523
34.298,FootLeft,-0.218,-0.360,1.222,523
34.298,HipRight,-0.005,0.388,1.517,523
34.298,KneeRight,0.046,0.088,1.439,523
34.298,AnkleRight,0.120,-0.373,1.368,523
34.298,FootRight,0.126,-0.351,1.234,523
34.425,SpineBase,-0.088,0.372,1.553,524
34.425,SpineMid,-0.089,0.666,1.653,524
34.425,Neck,-0.090,0.952,1.736,524
34.425,Head,-0.132,1.096,1.742,524
34.425,ShoulderLeft,-0.280,0.826,1.677,524
34.425,ElbowLeft,-0.307,0.593,1.607,524
34.425,WristLeft,-0.292,0.408,1.481,524
34.425,HandLeft,-0.272,0.361,1.456,524
34.425,ShoulderRight,0.090,0.830,1.682,524
34.425,ElbowRight,0.148,0.601,1.619,524
34.425,WristRight,0.125,0.398,1.483,524
34.425,HandRight,0.107,0.350,1.454,524
34.425,HipLeft,-0.167,0.381,1.525,524
34.425,KneeLeft,-0.187,0.078,1.440,524
34.425,AnkleLeft,-0.219,-0.385,1.356,524
34.425,FootLeft,-0.217,-0.360,1.222,524
34.425,HipRight,-0.005,0.388,1.517,524
34.425,KneeRight,0.046,0.088,1.439,524
34.425,AnkleRight,0.120,-0.373,1.368,524
34.425,FootRight,0.126,-0.351,1.234,524
34.557,SpineBase,-0.088,0.372,1.553,525
34.557,SpineMid,-0.089,0.666,1.653,525
34.557,Neck,-0.090,0.952,1.736,525
34.557,Head,-0.132,1.096,1.742,525
34.557,ShoulderLeft,-0.280,0.826,1.677,525
34.557,ElbowLeft,-0.307,0.592,1.608,525
34.557,WristLeft,-0.292,0.408,1.481,525
34.557,HandLeft,-0.272,0.361,1.456,525
34.557,ShoulderRight,0.090,0.830,1.682,525
34.557,ElbowRight,0.148,0.601,1.619,525
34.557,WristRight,0.125,0.398,1.483,525
34.557,HandRight,0.107,0.350,1.454,525
34.557,HipLeft,-0.167,0.381,1.525,525
34.557,KneeLeft,-0.187,0.078,1.440,525
34.557,AnkleLeft,-0.218,-0.385,1.356,525
34.557,FootLeft,-0.217,-0.361,1.222,525
34.557,HipRight,-0.005,0.388,1.517,525
34.557,KneeRight,0.046,0.088,1.439,525
34.557,AnkleRight,0.120,-0.373,1.368,525
34.557,FootRight,0.126,-0.351,1.234,525
34.694,SpineBase,-0.088,0.372,1.553,526
34.694,SpineMid,-0.089,0.666,1.653,526
34.694,Neck,-0.090,0.952,1.736,526
34.694,Head,-0.132,1.096,1.742,526
34.694,ShoulderLeft,-0.280,0.826,1.677,526
34.694,ElbowLeft,-0.307,0.592,1.608,526
34.694,WristLeft,-0.292,0.408,1.481,526
34.694,HandLeft,-0.272,0.361,1.455,526
34.694,ShoulderRight,0.090,0.830,1.683,526
34.694,ElbowRight,0.148,0.601,1.619,526
34.694,WristRight,0.124,0.398,1.483,526
34.694,HandRight,0.107,0.350,1.454,526
34.694,HipLeft,-0.167,0.381,1.525,526
34.694,KneeLeft,-0.187,0.078,1.440,526
34.694,AnkleLeft,-0.217,-0.385,1.356,526
34.694,FootLeft,-0.216,-0.361,1.222,526
34.694,HipRight,-0.005,0.388,1.517,526
34.694,KneeRight,0.046,0.088,1.439,526
34.694,AnkleRight,0.120,-0.373,1.368,526
34.694,FootRight,0.126,-0.351,1.234,526
34.836,SpineBase,-0.088,0.372,1.553,527
34.836,SpineMid,-0.089,0.666,1.653,527
34.836,Neck,-0.090,0.952,1.736,527
34.836,Head,-0.132,1.096,1.743,527
34.836,ShoulderLeft,-0.280,0.825,1.677,527
34.836,ElbowLeft,-0.306,0.592,1.608,527
34.836,WristLeft,-0.290,0.404,1.477,527
34.836,HandLeft,-0.271,0.357,1.450,527
34.836,ShoulderRight,0.089,0.830,1.683,527
34.836,ElbowRight,0.148,0.601,1.619,527
34.836,WristRight,0.124,0.398,1.483,527
34.836,HandRight,0.106,0.350,1.453,527
34.836,HipLeft,-0.167,0.381,1.525,527
34.836,KneeLeft,-0.186,0.078,1.440,527
34.836,AnkleLeft,-0.216,-0.385,1.356,527
34.836,FootLeft,-0.214,-0.361,1.222,527
34.836,HipRight,-0.005,0.388,1.517,527
34.836,KneeRight,0.046,0.088,1.439,527
34.836,AnkleRight,0.120,-0.373,1.368,527
34.836,FootRight,0.127,-0.351,1.234,527
34.984,SpineBase,-0.088,0.372,1.553,528
34.984,SpineMid,-0.089,0.666,1.653,528
34.984,Neck,-0.090,0.952,1.736,528
34.984,Head,-0.132,1.096,1.743,528
34.984,ShoulderLeft,-0.281,0.825,1.677,528
34.984,ElbowLeft,-0.306,0.592,1.607,528
34.984,WristLeft,-0.286,0.395,1.467,528
34.984,HandLeft,-0.268,0.349,1.440,528
34.984,ShoulderRight,0.089,0.830,1.684,528
34.984,ElbowRight,0.148,0.601,1.619,528
34.984,WristRight,0.123,0.398,1.481,528
34.984,HandRight,0.105,0.351,1.450,528
34.984,HipLeft,-0.167,0.381,1.525,528
34.984,KneeLeft,-0.186,0.078,1.440,528
34.984,AnkleLeft,-0.214,-0.385,1.356,528
34.984,FootLeft,-0.213,-0.361,1.222,528
34.984,HipRight,-0.005,0.388,1.517,528
34.984,KneeRight,0.046,0.088,1.439,528
34.984,AnkleRight,0.122,-0.372,1.367,528
34.984,FootRight,0.128,-0.350,1.233,528
35.132,SpineBase,-0.088,0.371,1.553,529
35.132,SpineMid,-0.089,0.666,1.653,529
35.132,Neck,-0.090,0.952,1.736,529
35.132,Head,-0.133,1.096,1.744,529
35.132,ShoulderLeft,-0.281,0.825,1.678,529
35.132,ElbowLeft,-0.306,0.592,1.607,529
35.132,WristLeft,-0.282,0.386,1.456,529
35.132,HandLeft,-0.262,0.333,1.425,529
35.132,ShoulderRight,0.088,0.830,1.684,529
35.132,ElbowRight,0.147,0.603,1.619,529
35.132,WristRight,0.119,0.393,1.470,529
35.132,HandRight,0.100,0.347,1.436,529
35.132,HipLeft,-0.167,0.381,1.525,529
35.132,KneeLeft,-0.185,0.078,1.440,529
35.132,AnkleLeft,-0.211,-0.385,1.356,529
35.132,FootLeft,-0.209,-0.361,1.222,529
35.132,HipRight,-0.005,0.388,1.517,529
35.132,KneeRight,0.047,0.088,1.439,529
35.132,AnkleRight,0.126,-0.371,1.362,529
35.132,FootRight,0.133,-0.347,1.228,529
35.268,SpineBase,-0.088,0.371,1.553,530
35.268,SpineMid,-0.089,0.666,1.653,530
35.268,Neck,-0.090,0.951,1.737,530
35.268,Head,-0.133,1.095,1.746,530
35.268,ShoulderLeft,-0.282,0.824,1.679,530
35.268,ElbowLeft,-0.306,0.592,1.605,530
35.268,WristLeft,-0.279,0.381,1.442,530
35.268,HandLeft,-0.261,0.325,1.405,530
35.268,ShoulderRight,0.088,0.830,1.685,530
35.268,ElbowRight,0.146,0.606,1.617,530
35.268,WristRight,0.114,0.392,1.456,530
35.268,HandRight,0.093,0.327,1.403,530
35.268,HipLeft,-0.167,0.380,1.526,530
35.268,KneeLeft,-0.184,0.078,1.440,530
35.268,AnkleLeft,-0.206,-0.385,1.355,530
35.268,FootLeft,-0.204,-0.361,1.221,530
35.268,HipRight,-0.005,0.388,1.517,530
35.268,KneeRight,0.046,0.088,1.438,530
35.268,AnkleRight,0.125,-0.371,1.357,530
35.268,FootRight,0.131,-0.346,1.223,530
35.408,SpineBase,-0.088,0.371,1.554,531
35.408,SpineMid,-0.090,0.666,1.654,531
35.408,Neck,-0.090,0.951,1.737,531
35.408,Head,-0.134,1.095,1.748,531
35.408,ShoulderLeft,-0.284,0.822,1.681,531
35.408,ElbowLeft,-0.306,0.592,1.600,531
35.408,WristLeft,-0.277,0.382,1.426,531
35.408,HandLeft,-0.264,0.327,1.381,531
35.408,ShoulderRight,0.087,0.830,1.686,531
35.408,ElbowRight,0.143,0.610,1.614,531
35.408,WristRight,0.111,0.394,1.442,531
35.408,HandRight,0.092,0.321,1.377,531
35.408,HipLeft,-0.167,0.380,1.526,531
35.408,KneeLeft,-0.183,0.078,1.440,531
35.408,AnkleLeft,-0.200,-0.385,1.355,531
35.408,FootLeft,-0.198,-0.361,1.221,531
35.408,HipRight,-0.006,0.388,1.518,531
35.408,KneeRight,0.044,0.087,1.438,531
35.408,AnkleRight,0.116,-0.371,1.354,531
35.408,FootRight,0.120,-0.346,1.220,531
35.546,SpineBase,-0.089,0.371,1.555,532
35.546,SpineMid,-0.090,0.665,1.655,532
35.546,Neck,-0.090,0.951,1.739,532
35.546,Head,-0.135,1.094,1.751,532
35.546,ShoulderLeft,-0.287,0.820,1.684,532
35.546,ElbowLeft,-0.306,0.593,1.593,532
35.546,WristLeft,-0.276,0.391,1.404,532
35.546,HandLeft,-0.268,0.338,1.354,532
35.546,ShoulderRight,0.086,0.830,1.687,532
35.546,ElbowRight,0.141,0.615,1.609,532
35.546,WristRight,0.109,0.401,1.424,532
35.546,HandRight,0.095,0.325,1.353,532
35.546,HipLeft,-0.168,0.380,1.527,532
35.546,KneeLeft,-0.182,0.077,1.441,532
35.546,AnkleLeft,-0.194,-0.386,1.355,532
35.546,FootLeft,-0.193,-0.361,1.221,532
35.546,HipRight,-0.007,0.387,1.519,532
35.546,KneeRight,0.041,0.087,1.438,532
35.546,AnkleRight,0.106,-0.373,1.353,532
35.546,FootRight,0.109,-0.348,1.219,532
35.694,SpineBase,-0.090,0.370,1.556,533
35.694,SpineMid,-0.091,0.665,1.656,533
35.694,Neck,-0.091,0.950,1.742,533
35.694,Head,-0.136,1.094,1.755,533
35.694,ShoulderLeft,-0.290,0.819,1.687,533
35.694,ElbowLeft,-0.305,0.600,1.583,533
35.694,WristLeft,-0.276,0.409,1.383,533
35.694,HandLeft,-0.273,0.357,1.326,533
35.694,ShoulderRight,0.086,0.830,1.688,533
35.694,ElbowRight,0.138,0.619,1.604,533
35.694,WristRight,0.109,0.415,1.401,533
35.694,HandRight,0.101,0.343,1.325,533
35.694,HipLeft,-0.169,0.379,1.528,533
35.694,KneeLeft,-0.179,0.077,1.442,533
35.694,AnkleLeft,-0.184,-0.387,1.358,533
35.694,FootLeft,-0.183,-0.363,1.224,533
35.694,HipRight,-0.008,0.386,1.520,533
35.694,KneeRight,0.039,0.086,1.438,533
35.694,AnkleRight,0.099,-0.374,1.354,533
35.694,FootRight,0.101,-0.350,1.220,533
35.830,SpineBase,-0.091,0.369,1.557,534
35.830,SpineMid,-0.092,0.664,1.658,534
35.830,Neck,-0.092,0.949,1.745,534
35.830,Head,-0.137,1.093,1.759,534
35.830,ShoulderLeft,-0.291,0.818,1.688,534
35.830,ElbowLeft,-0.304,0.608,1.572,534
35.830,WristLeft,-0.279,0.435,1.358,534
35.830,HandLeft,-0.278,0.384,1.296,534
35.830,ShoulderRight,0.085,0.830,1.689,534
35.830,ElbowRight,0.133,0.623,1.594,534
35.830,WristRight,0.110,0.434,1.371,534
35.830,HandRight,0.108,0.374,1.295,534
35.830,HipLeft,-0.170,0.379,1.530,534
35.830,KneeLeft,-0.177,0.076,1.443,534
35.830,AnkleLeft,-0.175,-0.388,1.360,534
35.830,FootLeft,-0.173,-0.364,1.226,534
35.830,HipRight,-0.010,0.385,1.521,534
35.830,KneeRight,0.037,0.085,1.439,534
