time,joint,pos_x,pos_y,poz_z,frame
1.206,ElbowRight,0.298,0.331,3.065,6
1.206,WristRight,0.283,0.142,2.958,6
1.206,HandRight,0.276,0.118,2.948,6
1.206,HipLeft,-0.008,0.107,2.969,6
1.206,KneeLeft,-0.041,-0.182,2.883,6
1.206,AnkleLeft,-0.035,-0.621,2.981,6
1.206,FootLeft,-0.040,-0.640,2.898,6
1.206,HipRight,0.159,0.109,2.961,6
1.206,KneeRight,0.187,-0.197,2.891,6
1.206,AnkleRight,0.173,-0.626,3.006,6
1.206,FootRight,0.164,-0.651,2.910,6
1.343,SpineBase,0.076,0.097,3.001,7
1.343,SpineMid,0.073,0.392,3.095,7
1.343,Neck,0.068,0.684,3.174,7
1.343,Head,0.067,0.821,3.186,7
1.343,ShoulderLeft,-0.107,0.564,3.142,7
1.343,ElbowLeft,-0.142,0.325,3.088,7
1.343,WristLeft,-0.150,0.130,2.980,7
1.343,HandLeft,-0.141,0.102,2.957,7
1.343,ShoulderRight,0.259,0.565,3.137,7
1.343,ElbowRight,0.297,0.331,3.067,7
1.343,WristRight,0.283,0.142,2.959,7
1.343,HandRight,0.275,0.118,2.948,7
1.343,HipLeft,-0.009,0.107,2.969,7
1.343,KneeLeft,-0.041,-0.182,2.883,7
1.343,AnkleLeft,-0.035,-0.621,2.981,7
1.343,FootLeft,-0.039,-0.639,2.898,7
1.343,HipRight,0.158,0.109,2.962,7
1.343,KneeRight,0.186,-0.198,2.892,7
1.343,AnkleRight,0.173,-0.626,3.006,7
1.343,FootRight,0.165,-0.652,2.907,7
1.463,SpineBase,0.075,0.097,3.002,8
1.463,SpineMid,0.072,0.392,3.095,8
1.463,Neck,0.067,0.684,3.175,8
1.463,Head,0.066,0.821,3.187,8
1.463,ShoulderLeft,-0.108,0.564,3.142,8
1.463,ElbowLeft,-0.144,0.325,3.088,8
1.463,WristLeft,-0.151,0.132,2.981,8
1.463,HandLeft,-0.141,0.103,2.957,8
1.463,ShoulderRight,0.258,0.565,3.139,8
1.463,ElbowRight,0.297,0.331,3.068,8
1.463,WristRight,0.282,0.142,2.960,8
1.463,HandRight,0.275,0.118,2.949,8
1.463,HipLeft,-0.009,0.107,2.970,8
1.463,KneeLeft,-0.042,-0.182,2.883,8
1.463,AnkleLeft,-0.035,-0.621,2.982,8
1.463,FootLeft,-0.039,-0.639,2.899,8
1.463,HipRight,0.157,0.108,2.963,8
1.463,KneeRight,0.186,-0.198,2.893,8
1.463,AnkleRight,0.173,-0.627,3.006,8
1.463,FootRight,0.164,-0.652,2.912,8
1.595,SpineBase,0.074,0.096,3.003,9
1.595,SpineMid,0.071,0.392,3.096,9
1.595,Neck,0.066,0.684,3.176,9
1.595,Head,0.065,0.821,3.187,9
1.595,ShoulderLeft,-0.109,0.564,3.143,9
1.595,ElbowLeft,-0.145,0.325,3.088,9
1.595,WristLeft,-0.151,0.133,2.982,9
1.595,HandLeft,-0.142,0.103,2.958,9
1.595,ShoulderRight,0.257,0.565,3.140,9
1.595,ElbowRight,0.297,0.330,3.070,9
1.595,WristRight,0.282,0.142,2.960,9
1.595,HandRight,0.275,0.118,2.950,9
1.595,HipLeft,-0.010,0.106,2.970,9
1.595,KneeLeft,-0.043,-0.182,2.883,9
1.595,AnkleLeft,-0.035,-0.620,2.982,9
1.595,FootLeft,-0.039,-0.639,2.899,9
1.595,HipRight,0.157,0.108,2.964,9
1.595,KneeRight,0.186,-0.198,2.894,9
1.595,AnkleRight,0.173,-0.627,3.006,9
1.595,FootRight,0.165,-0.652,2.910,9
1.709,SpineBase,0.074,0.096,3.004,10
1.709,SpineMid,0.070,0.392,3.097,10
1.709,Neck,0.065,0.684,3.177,10
1.709,Head,0.064,0.820,3.188,10
1.709,ShoulderLeft,-0.110,0.564,3.143,10
1.709,ElbowLeft,-0.146,0.325,3.089,10
1.709,WristLeft,-0.152,0.134,2.982,10
1.709,HandLeft,-0.141,0.104,2.958,10
1.709,ShoulderRight,0.257,0.565,3.141,10
1.709,ElbowRight,0.296,0.330,3.072,10
1.709,WristRight,0.281,0.142,2.961,10
1.709,HandRight,0.275,0.119,2.951,10
1.709,HipLeft,-0.011,0.106,2.971,10
1.709,KneeLeft,-0.043,-0.182,2.884,10
1.709,AnkleLeft,-0.036,-0.620,2.982,10
1.709,FootLeft,-0.038,-0.639,2.899,10
1.709,HipRight,0.156,0.108,2.966,10
1.709,KneeRight,0.185,-0.198,2.894,10
1.709,AnkleRight,0.173,-0.628,3.006,10
1.709,FootRight,0.161,-0.651,2.916,10
1.846,SpineBase,0.073,0.096,3.005,11
1.846,SpineMid,0.069,0.392,3.098,11
1.846,Neck,0.064,0.684,3.178,11
1.846,Head,0.063,0.820,3.188,11
1.846,ShoulderLeft,-0.111,0.564,3.144,11
1.846,ElbowLeft,-0.147,0.325,3.089,11
1.846,WristLeft,-0.152,0.135,2.982,11
1.846,HandLeft,-0.141,0.105,2.958,11
1.846,ShoulderRight,0.256,0.565,3.142,11
1.846,ElbowRight,0.296,0.330,3.073,11
1.846,WristRight,0.281,0.142,2.962,11
1.846,HandRight,0.271,0.113,2.948,11
1.846,HipLeft,-0.011,0.105,2.972,11
1.846,KneeLeft,-0.044,-0.182,2.884,11
1.846,AnkleLeft,-0.036,-0.620,2.982,11
1.846,FootLeft,-0.038,-0.639,2.899,11
1.846,HipRight,0.156,0.108,2.967,11
1.846,KneeRight,0.185,-0.198,2.895,11
1.846,AnkleRight,0.173,-0.628,3.006,11
1.846,FootRight,0.161,-0.652,2.914,11
1.973,SpineBase,0.073,0.096,3.006,12
1.973,SpineMid,0.069,0.392,3.099,12
1.973,Neck,0.064,0.684,3.179,12
1.973,Head,0.063,0.820,3.189,12
1.973,ShoulderLeft,-0.112,0.564,3.145,12
1.973,ElbowLeft,-0.147,0.325,3.089,12
1.973,WristLeft,-0.152,0.136,2.983,12
1.973,HandLeft,-0.140,0.105,2.958,12
1.973,ShoulderRight,0.256,0.565,3.143,12
1.973,ElbowRight,0.296,0.330,3.074,12
1.973,WristRight,0.281,0.142,2.963,12
1.973,HandRight,0.271,0.112,2.949,12
1.973,HipLeft,-0.011,0.105,2.972,12
1.973,KneeLeft,-0.044,-0.183,2.885,12
1.973,AnkleLeft,-0.036,-0.620,2.983,12
1.973,FootLeft,-0.038,-0.639,2.899,12
1.973,HipRight,0.155,0.108,2.968,12
1.973,KneeRight,0.185,-0.198,2.896,12
1.973,AnkleRight,0.173,-0.628,3.006,12
1.973,FootRight,0.162,-0.652,2.912,12
2.105,SpineBase,0.073,0.095,3.007,13
2.105,SpineMid,0.069,0.391,3.101,13
2.105,Neck,0.064,0.683,3.181,13
2.105,Head,0.062,0.820,3.190,13
2.105,ShoulderLeft,-0.112,0.563,3.146,13
2.105,ElbowLeft,-0.148,0.325,3.089,13
2.105,WristLeft,-0.152,0.137,2.983,13
2.105,HandLeft,-0.139,0.106,2.959,13
2.105,ShoulderRight,0.256,0.564,3.144,13
2.105,ElbowRight,0.296,0.330,3.075,13
2.105,WristRight,0.281,0.142,2.964,13
2.105,HandRight,0.271,0.112,2.950,13
2.105,HipLeft,-0.011,0.105,2.973,13
2.105,KneeLeft,-0.045,-0.183,2.886,13
2.105,AnkleLeft,-0.036,-0.620,2.983,13
2.105,FootLeft,-0.037,-0.638,2.900,13
2.105,HipRight,0.155,0.108,2.969,13
2.105,KneeRight,0.185,-0.199,2.897,13
2.105,AnkleRight,0.173,-0.627,3.006,13
2.105,FootRight,0.162,-0.651,2.910,13
2.225,SpineBase,0.073,0.095,3.008,14
2.225,SpineMid,0.069,0.391,3.102,14
2.225,Neck,0.065,0.683,3.182,14
2.225,Head,0.062,0.820,3.191,14
2.225,ShoulderLeft,-0.112,0.563,3.147,14
2.225,ElbowLeft,-0.148,0.325,3.090,14
2.225,WristLeft,-0.151,0.136,2.984,14
2.225,HandLeft,-0.136,0.102,2.958,14
2.225,ShoulderRight,0.257,0.564,3.146,14
2.225,ElbowRight,0.296,0.330,3.076,14
2.225,WristRight,0.282,0.139,2.965,14
2.225,HandRight,0.270,0.104,2.948,14
2.225,HipLeft,-0.011,0.104,2.974,14
2.225,KneeLeft,-0.045,-0.183,2.887,14
2.225,AnkleLeft,-0.036,-0.620,2.983,14
2.225,FootLeft,-0.037,-0.638,2.900,14
2.225,HipRight,0.155,0.108,2.970,14
2.225,KneeRight,0.185,-0.199,2.898,14
2.225,AnkleRight,0.173,-0.627,3.006,14
2.225,FootRight,0.163,-0.651,2.908,14
2.352,SpineBase,0.073,0.095,3.009,15
2.352,SpineMid,0.070,0.391,3.104,15
2.352,Neck,0.067,0.683,3.184,15
2.352,Head,0.063,0.820,3.192,15
2.352,ShoulderLeft,-0.111,0.563,3.148,15
2.352,ElbowLeft,-0.148,0.325,3.090,15
2.352,WristLeft,-0.150,0.136,2.984,15
2.352,HandLeft,-0.133,0.098,2.957,15
2.352,ShoulderRight,0.258,0.564,3.148,15
2.352,ElbowRight,0.296,0.330,3.077,15
2.352,WristRight,0.282,0.138,2.966,15
2.352,HandRight,0.273,0.106,2.952,15
2.352,HipLeft,-0.011,0.104,2.975,15
2.352,KneeLeft,-0.046,-0.184,2.888,15
2.352,AnkleLeft,-0.036,-0.618,2.982,15
2.352,FootLeft,-0.036,-0.637,2.892,15
2.352,HipRight,0.156,0.107,2.972,15
2.352,KneeRight,0.185,-0.199,2.899,15
2.352,AnkleRight,0.173,-0.629,3.006,15
2.352,FootRight,0.162,-0.651,2.915,15
2.485,SpineBase,0.074,0.095,3.011,16
2.485,SpineMid,0.071,0.391,3.105,16
2.485,Neck,0.068,0.683,3.186,16
2.485,Head,0.063,0.819,3.193,16
2.485,ShoulderLeft,-0.111,0.563,3.149,16
2.485,ElbowLeft,-0.147,0.325,3.091,16
2.485,WristLeft,-0.149,0.135,2.985,16
2.485,HandLeft,-0.130,0.096,2.957,16
2.485,ShoulderRight,0.260,0.564,3.149,16
2.485,ElbowRight,0.298,0.330,3.079,16
2.485,WristRight,0.283,0.137,2.967,16
2.485,HandRight,0.275,0.107,2.955,16
2.485,HipLeft,-0.011,0.104,2.977,16
2.485,KneeLeft,-0.046,-0.185,2.890,16
2.485,AnkleLeft,-0.036,-0.616,2.982,16
2.485,FootLeft,-0.035,-0.637,2.885,16
2.485,HipRight,0.156,0.107,2.973,16
2.485,KneeRight,0.186,-0.200,2.899,16
2.485,AnkleRight,0.173,-0.629,3.006,16
2.485,FootRight,0.163,-0.651,2.914,16
2.613,SpineBase,0.074,0.094,3.012,17
2.613,SpineMid,0.072,0.391,3.107,17
2.613,Neck,0.070,0.683,3.187,17
2.613,Head,0.065,0.819,3.195,17
2.613,ShoulderLeft,-0.109,0.563,3.151,17
2.613,ElbowLeft,-0.147,0.325,3.091,17
2.613,WristLeft,-0.147,0.134,2.986,17
2.613,HandLeft,-0.126,0.088,2.955,17
2.613,ShoulderRight,0.262,0.563,3.151,17
2.613,ElbowRight,0.299,0.329,3.081,17
2.613,WristRight,0.285,0.134,2.969,17
2.613,HandRight,0.277,0.108,2.957,17
2.613,HipLeft,-0.010,0.104,2.978,17
2.613,KneeLeft,-0.046,-0.186,2.892,17
2.613,AnkleLeft,-0.036,-0.616,2.982,17
2.613,FootLeft,-0.035,-0.636,2.887,17
2.613,HipRight,0.157,0.107,2.975,17
2.613,KneeRight,0.186,-0.200,2.900,17
2.613,AnkleRight,0.173,-0.628,3.006,17
2.613,FootRight,0.164,-0.651,2.912,17
2.732,SpineBase,0.075,0.094,3.013,18
2.732,SpineMid,0.073,0.390,3.108,18
2.732,Neck,0.072,0.683,3.189,18
2.732,Head,0.066,0.819,3.196,18
2.732,ShoulderLeft,-0.107,0.563,3.152,18
2.732,ElbowLeft,-0.146,0.325,3.092,18
2.732,WristLeft,-0.146,0.135,2.987,18
2.732,HandLeft,-0.125,0.088,2.958,18
2.732,ShoulderRight,0.264,0.563,3.152,18
2.732,ElbowRight,0.301,0.327,3.083,18
2.732,WristRight,0.288,0.131,2.972,18
2.732,HandRight,0.278,0.108,2.958,18
2.732,HipLeft,-0.010,0.103,2.979,18
2.732,KneeLeft,-0.046,-0.187,2.893,18
2.732,AnkleLeft,-0.036,-0.617,2.982,18
2.732,FootLeft,-0.035,-0.636,2.889,18
2.732,HipRight,0.157,0.107,2.976,18
2.732,KneeRight,0.187,-0.200,2.902,18
2.732,AnkleRight,0.173,-0.628,3.006,18
2.732,FootRight,0.164,-0.651,2.909,18
2.869,SpineBase,0.075,0.094,3.015,19
2.869,SpineMid,0.075,0.390,3.109,19
2.869,Neck,0.075,0.682,3.190,19
2.869,Head,0.069,0.819,3.197,19
2.869,ShoulderLeft,-0.105,0.564,3.154,19
2.869,ElbowLeft,-0.144,0.325,3.094,19
2.869,WristLeft,-0.143,0.133,2.988,19
2.869,HandLeft,-0.122,0.084,2.956,19
2.869,ShoulderRight,0.267,0.563,3.153,19
2.869,ElbowRight,0.302,0.326,3.084,19
2.869,WristRight,0.290,0.129,2.973,19
2.869,HandRight,0.278,0.100,2.955,19
2.869,HipLeft,-0.009,0.103,2.981,19
2.869,KneeLeft,-0.045,-0.188,2.895,19
2.869,AnkleLeft,-0.036,-0.618,2.982,19
2.869,FootLeft,-0.034,-0.636,2.891,19
2.869,HipRight,0.158,0.106,2.977,19
2.869,KneeRight,0.187,-0.200,2.903,19
2.869,AnkleRight,0.173,-0.627,3.006,19
2.869,FootRight,0.165,-0.651,2.908,19
2.990,SpineBase,0.076,0.094,3.016,20
2.990,SpineMid,0.076,0.390,3.110,20
2.990,Neck,0.078,0.682,3.190,20
2.990,Head,0.071,0.819,3.198,20
2.990,ShoulderLeft,-0.102,0.564,3.156,20
2.990,ElbowLeft,-0.143,0.325,3.095,20
2.990,WristLeft,-0.141,0.133,2.989,20
2.990,HandLeft,-0.120,0.085,2.957,20
2.990,ShoulderRight,0.269,0.562,3.154,20
2.990,ElbowRight,0.303,0.325,3.085,20
2.990,WristRight,0.291,0.128,2.974,20
2.990,HandRight,0.279,0.099,2.956,20
2.990,HipLeft,-0.008,0.103,2.982,20
2.990,KneeLeft,-0.045,-0.189,2.896,20
2.990,AnkleLeft,-0.035,-0.619,2.982,20
2.990,FootLeft,-0.034,-0.637,2.894,20
2.990,HipRight,0.159,0.106,2.978,20
2.990,KneeRight,0.188,-0.201,2.904,20
2.990,AnkleRight,0.173,-0.627,3.006,20
2.990,FootRight,0.165,-0.651,2.906,20
3.118,SpineBase,0.077,0.094,3.017,21
3.118,SpineMid,0.078,0.390,3.111,21
3.118,Neck,0.081,0.682,3.191,21
3.118,Head,0.073,0.819,3.198,21
3.118,ShoulderLeft,-0.100,0.564,3.157,21
3.118,ElbowLeft,-0.141,0.326,3.096,21
3.118,WristLeft,-0.134,0.130,2.986,21
3.118,HandLeft,-0.115,0.077,2.952,21
3.118,ShoulderRight,0.271,0.562,3.155,21
3.118,ElbowRight,0.304,0.324,3.086,21
3.118,WristRight,0.294,0.129,2.975,21
3.118,HandRight,0.280,0.098,2.956,21
3.118,HipLeft,-0.008,0.103,2.983,21
3.118,KneeLeft,-0.044,-0.189,2.897,21
3.118,AnkleLeft,-0.035,-0.620,2.982,21
3.118,FootLeft,-0.034,-0.637,2.895,21
3.118,HipRight,0.159,0.106,2.979,21
3.118,KneeRight,0.189,-0.201,2.905,21
3.118,AnkleRight,0.173,-0.626,3.006,21
3.118,FootRight,0.166,-0.650,2.904,21
3.238,SpineBase,0.077,0.093,3.017,22
3.238,SpineMid,0.079,0.390,3.112,22
3.238,Neck,0.083,0.681,3.191,22
3.238,Head,0.076,0.819,3.199,22
3.238,ShoulderLeft,-0.098,0.564,3.159,22
3.238,ElbowLeft,-0.139,0.326,3.097,22
3.238,WristLeft,-0.132,0.128,2.987,22
3.238,HandLeft,-0.113,0.076,2.951,22
3.238,ShoulderRight,0.273,0.561,3.156,22
3.238,ElbowRight,0.305,0.324,3.086,22
3.238,WristRight,0.295,0.128,2.975,22
3.238,HandRight,0.282,0.101,2.958,22
3.238,HipLeft,-0.007,0.103,2.984,22
3.238,KneeLeft,-0.044,-0.190,2.898,22
3.238,AnkleLeft,-0.035,-0.620,2.982,22
3.238,FootLeft,-0.034,-0.637,2.897,22
3.238,HipRight,0.160,0.106,2.979,22
3.238,KneeRight,0.190,-0.201,2.906,22
3.238,AnkleRight,0.173,-0.627,3.006,22
3.238,FootRight,0.163,-0.649,2.914,22
3.375,SpineBase,0.078,0.093,3.018,23
3.375,SpineMid,0.080,0.389,3.112,23
3.375,Neck,0.084,0.681,3.191,23
3.375,Head,0.077,0.819,3.200,23
3.375,ShoulderLeft,-0.097,0.564,3.159,23
3.375,ElbowLeft,-0.137,0.326,3.097,23
3.375,WristLeft,-0.128,0.126,2.983,23
3.375,HandLeft,-0.110,0.072,2.947,23
3.375,ShoulderRight,0.274,0.561,3.156,23
3.375,ElbowRight,0.306,0.324,3.087,23
3.375,WristRight,0.295,0.128,2.975,23
3.375,HandRight,0.285,0.108,2.962,23
3.375,HipLeft,-0.006,0.103,2.984,23
3.375,KneeLeft,-0.043,-0.190,2.898,23
3.375,AnkleLeft,-0.035,-0.620,2.982,23
3.375,FootLeft,-0.033,-0.636,2.898,23
3.375,HipRight,0.161,0.106,2.980,23
3.375,KneeRight,0.190,-0.201,2.907,23
3.375,AnkleRight,0.173,-0.627,3.006,23
3.375,FootRight,0.163,-0.648,2.913,23
3.493,SpineBase,0.078,0.093,3.018,24
3.493,SpineMid,0.081,0.389,3.112,24
3.493,Neck,0.086,0.681,3.192,24
3.493,Head,0.079,0.819,3.200,24
3.493,ShoulderLeft,-0.096,0.564,3.160,24
3.493,ElbowLeft,-0.136,0.326,3.098,24
3.493,WristLeft,-0.124,0.124,2.980,24
3.493,HandLeft,-0.107,0.069,2.944,24
3.493,ShoulderRight,0.275,0.561,3.157,24
3.493,ElbowRight,0.307,0.323,3.087,24
3.493,WristRight,0.296,0.128,2.975,24
3.493,HandRight,0.286,0.109,2.963,24
3.493,HipLeft,-0.006,0.103,2.985,24
3.493,KneeLeft,-0.043,-0.191,2.899,24
3.493,AnkleLeft,-0.035,-0.620,2.982,24
3.493,FootLeft,-0.033,-0.636,2.900,24
3.493,HipRight,0.161,0.105,2.980,24
3.493,KneeRight,0.191,-0.202,2.908,24
3.493,AnkleRight,0.173,-0.626,3.007,24
3.493,FootRight,0.163,-0.648,2.912,24
3.623,SpineBase,0.079,0.093,3.019,25
3.623,SpineMid,0.082,0.389,3.113,25
3.623,Neck,0.086,0.681,3.192,25
3.623,Head,0.080,0.819,3.201,25
3.623,ShoulderLeft,-0.095,0.564,3.160,25
3.623,ElbowLeft,-0.135,0.327,3.098,25
3.623,WristLeft,-0.123,0.126,2.981,25
3.623,HandLeft,-0.108,0.076,2.947,25
3.623,ShoulderRight,0.275,0.560,3.157,25
3.623,ElbowRight,0.307,0.323,3.087,25
3.623,WristRight,0.297,0.128,2.976,25
3.623,HandRight,0.286,0.109,2.963,25
3.623,HipLeft,-0.005,0.103,2.985,25
3.623,KneeLeft,-0.043,-0.191,2.899,25
3.623,AnkleLeft,-0.035,-0.618,2.982,25
3.623,FootLeft,-0.032,-0.636,2.893,25
3.623,HipRight,0.161,0.105,2.981,25
3.623,KneeRight,0.191,-0.202,2.908,25
3.623,AnkleRight,0.174,-0.626,3.007,25
3.623,FootRight,0.164,-0.648,2.910,25
3.741,SpineBase,0.079,0.093,3.019,26
3.741,SpineMid,0.082,0.389,3.113,26
3.741,Neck,0.087,0.681,3.192,26
3.741,Head,0.081,0.819,3.201,26
3.741,ShoulderLeft,-0.095,0.564,3.161,26
3.741,ElbowLeft,-0.134,0.327,3.099,26
3.741,WristLeft,-0.125,0.129,2.983,26
3.741,HandLeft,-0.111,0.085,2.953,26
3.741,ShoulderRight,0.276,0.560,3.157,26
3.741,ElbowRight,0.308,0.323,3.088,26
3.741,WristRight,0.298,0.128,2.975,26
3.741,HandRight,0.287,0.111,2.964,26
3.741,HipLeft,-0.005,0.103,2.985,26
3.741,KneeLeft,-0.042,-0.191,2.899,26
3.741,AnkleLeft,-0.035,-0.619,2.982,26
3.741,FootLeft,-0.033,-0.636,2.894,26
3.741,HipRight,0.162,0.105,2.981,26
3.741,KneeRight,0.192,-0.202,2.909,26
3.741,AnkleRight,0.174,-0.625,3.007,26
3.741,FootRight,0.165,-0.648,2.908,26
3.875,SpineBase,0.080,0.093,3.019,27
3.875,SpineMid,0.083,0.389,3.113,27
3.875,Neck,0.087,0.681,3.192,27
3.875,Head,0.081,0.819,3.201,27
3.875,ShoulderLeft,-0.095,0.564,3.161,27
3.875,ElbowLeft,-0.134,0.327,3.099,27
3.875,WristLeft,-0.125,0.129,2.983,27
3.875,HandLeft,-0.112,0.087,2.954,27
3.875,ShoulderRight,0.276,0.560,3.156,27
3.875,ElbowRight,0.308,0.323,3.088,27
3.875,WristRight,0.298,0.128,2.975,27
3.875,HandRight,0.288,0.111,2.965,27
3.875,HipLeft,-0.005,0.103,2.986,27
3.875,KneeLeft,-0.042,-0.191,2.899,27
3.875,AnkleLeft,-0.035,-0.618,2.982,27
3.875,FootLeft,-0.033,-0.636,2.887,27
3.875,HipRight,0.162,0.105,2.981,27
3.875,KneeRight,0.192,-0.202,2.909,27
3.875,AnkleRight,0.174,-0.624,3.007,27
3.875,FootRight,0.165,-0.648,2.905,27
3.991,SpineBase,0.080,0.093,3.019,28
