time,joint,pos_x,pos_y,poz_z,frame
1.232,WristLeft,-0.403,0.597,2.280,10
1.232,ShoulderRight,0.027,0.972,2.295,10
1.232,ElbowRight,0.179,0.795,2.325,10
1.232,WristRight,0.112,0.612,2.232,10
1.333,ShoulderLeft,-0.330,0.973,2.364,11
1.333,ElbowLeft,-0.415,0.755,2.429,11
1.333,WristLeft,-0.434,0.594,2.271,11
1.333,ShoulderRight,0.032,0.972,2.301,11
1.333,ElbowRight,0.185,0.795,2.330,11
1.333,WristRight,0.156,0.597,2.218,11
1.407,ShoulderLeft,-0.323,0.974,2.364,12
1.407,ElbowLeft,-0.418,0.759,2.427,12
1.407,WristLeft,-0.461,0.593,2.265,12
1.407,ShoulderRight,0.036,0.972,2.307,12
1.407,ElbowRight,0.191,0.795,2.334,12
1.407,WristRight,0.203,0.584,2.201,12
1.536,ShoulderLeft,-0.298,0.978,2.365,13
1.536,ElbowLeft,-0.433,0.786,2.409,13
1.536,WristLeft,-0.554,0.647,2.288,13
1.536,ShoulderRight,0.055,0.972,2.324,13
1.536,ElbowRight,0.226,0.790,2.341,13
1.536,WristRight,0.338,0.632,2.214,13
1.610,ShoulderLeft,-0.282,0.981,2.365,14
1.610,ElbowLeft,-0.452,0.826,2.399,14
1.610,WristLeft,-0.632,0.718,2.315,14
1.610,ShoulderRight,0.068,0.972,2.333,14
1.610,ElbowRight,0.269,0.803,2.347,14
1.610,WristRight,0.443,0.686,2.229,14
1.687,ShoulderLeft,-0.270,0.983,2.365,15
1.687,ElbowLeft,-0.468,0.862,2.396,15
1.687,WristLeft,-0.681,0.780,2.340,15
1.687,ShoulderRight,0.078,0.972,2.338,15
1.687,ElbowRight,0.297,0.824,2.353,15
1.687,WristRight,0.504,0.751,2.260,15
1.766,ShoulderLeft,-0.255,0.989,2.366,16
1.766,ElbowLeft,-0.480,0.945,2.416,16
1.766,WristLeft,-0.711,0.921,2.405,16
1.766,ShoulderRight,0.097,0.973,2.343,16
1.766,ElbowRight,0.353,0.890,2.365,16
1.766,WristRight,0.593,0.879,2.302,16
1.855,ShoulderLeft,-0.243,0.995,2.368,17
1.855,ElbowLeft,-0.491,1.017,2.448,17
1.855,WristLeft,-0.726,1.035,2.467,17
1.855,ShoulderRight,0.113,0.977,2.347,17
1.855,ElbowRight,0.384,0.952,2.380,17
1.855,WristRight,0.605,0.985,2.350,17
1.936,ShoulderLeft,-0.237,1.001,2.370,18
1.936,ElbowLeft,-0.494,1.050,2.465,18
1.936,WristLeft,-0.705,1.071,2.497,18
1.936,ShoulderRight,0.122,0.979,2.349,18
1.936,ElbowRight,0.393,0.989,2.389,18
1.936,WristRight,0.595,1.015,2.364,18
2.020,ShoulderLeft,-0.233,1.005,2.372,19
2.020,ElbowLeft,-0.493,1.055,2.474,19
2.020,WristLeft,-0.699,1.084,2.511,19
2.020,ShoulderRight,0.127,0.981,2.351,19
2.020,ElbowRight,0.388,0.999,2.392,19
2.020,WristRight,0.586,1.029,2.371,19
2.100,ShoulderLeft,-0.233,1.008,2.373,20
2.100,ElbowLeft,-0.495,1.056,2.479,20
2.100,WristLeft,-0.698,1.085,2.516,20
2.100,ShoulderRight,0.129,0.983,2.352,20
2.100,ElbowRight,0.376,1.005,2.393,20
2.100,WristRight,0.572,1.032,2.373,20
2.176,ShoulderLeft,-0.236,1.009,2.375,21
2.176,ElbowLeft,-0.501,1.054,2.483,21
2.176,WristLeft,-0.703,1.083,2.518,21
2.176,ShoulderRight,0.129,0.985,2.352,21
2.176,ElbowRight,0.363,1.006,2.394,21
2.176,WristRight,0.564,1.034,2.375,21
2.260,ShoulderLeft,-0.252,1.009,2.380,22
2.260,ElbowLeft,-0.508,1.038,2.481,22
2.260,WristLeft,-0.710,1.068,2.512,22
2.260,ShoulderRight,0.121,0.989,2.352,22
2.260,ElbowRight,0.338,0.999,2.393,22
2.260,WristRight,0.542,1.025,2.370,22
2.337,ShoulderLeft,-0.267,1.008,2.384,23
2.337,ElbowLeft,-0.514,1.026,2.478,23
2.337,WristLeft,-0.716,1.046,2.500,23
2.337,ShoulderRight,0.105,0.993,2.351,23
2.337,ElbowRight,0.321,0.996,2.391,23
2.337,WristRight,0.530,1.018,2.366,23
2.415,ShoulderLeft,-0.279,1.007,2.386,24
2.415,ElbowLeft,-0.522,1.015,2.474,24
2.415,WristLeft,-0.723,1.033,2.492,24
2.415,ShoulderRight,0.091,0.996,2.350,24
2.415,ElbowRight,0.310,0.995,2.390,24
2.415,WristRight,0.524,1.014,2.363,24
2.489,ShoulderLeft,-0.288,1.005,2.386,25
2.489,ElbowLeft,-0.530,1.005,2.469,25
2.489,WristLeft,-0.731,1.021,2.484,25
2.489,ShoulderRight,0.080,0.999,2.349,25
2.489,ElbowRight,0.302,0.993,2.388,25
2.489,WristRight,0.520,1.012,2.361,25
2.566,ShoulderLeft,-0.294,1.004,2.385,26
2.566,ElbowLeft,-0.535,0.999,2.465,26
2.566,WristLeft,-0.737,1.014,2.479,26
2.566,ShoulderRight,0.074,1.000,2.348,26
2.566,ElbowRight,0.296,0.992,2.386,26
2.566,WristRight,0.517,1.010,2.359,26
2.642,ShoulderLeft,-0.299,1.003,2.384,27
2.642,ElbowLeft,-0.539,0.995,2.461,27
2.642,WristLeft,-0.741,1.010,2.475,27
2.642,ShoulderRight,0.069,1.001,2.347,27
2.642,ElbowRight,0.292,0.991,2.385,27
2.642,WristRight,0.516,1.008,2.357,27
2.720,ShoulderLeft,-0.303,1.002,2.383,28
2.720,ElbowLeft,-0.542,0.993,2.458,28
2.720,WristLeft,-0.745,1.008,2.471,28
2.720,ShoulderRight,0.065,1.001,2.346,28
2.720,ElbowRight,0.289,0.991,2.384,28
2.720,WristRight,0.511,1.008,2.355,28
2.808,ShoulderLeft,-0.306,1.002,2.381,29
2.808,ElbowLeft,-0.545,0.992,2.455,29
2.808,WristLeft,-0.748,1.008,2.468,29
2.808,ShoulderRight,0.063,1.002,2.345,29
2.808,ElbowRight,0.287,0.991,2.383,29
2.808,WristRight,0.507,1.009,2.353,29
2.883,ShoulderLeft,-0.308,1.001,2.379,30
2.883,ElbowLeft,-0.547,0.992,2.452,30
2.883,WristLeft,-0.751,1.010,2.464,30
2.883,ShoulderRight,0.061,1.002,2.344,30
2.883,ElbowRight,0.286,0.990,2.382,30
2.883,WristRight,0.507,1.009,2.350,30
2.960,ShoulderLeft,-0.309,1.001,2.377,31
2.960,ElbowLeft,-0.549,0.993,2.449,31
2.960,WristLeft,-0.753,1.012,2.461,31
2.960,ShoulderRight,0.060,1.002,2.344,31
2.960,ElbowRight,0.286,0.990,2.381,31
2.960,WristRight,0.508,1.009,2.348,31
3.036,ShoulderLeft,-0.309,1.001,2.374,32
3.036,ElbowLeft,-0.550,0.994,2.447,32
3.036,WristLeft,-0.754,1.014,2.459,32
3.036,ShoulderRight,0.060,1.002,2.343,32
3.036,ElbowRight,0.286,0.990,2.380,32
3.036,WristRight,0.510,1.010,2.347,32
3.115,ShoulderLeft,-0.309,1.001,2.372,33
3.115,ElbowLeft,-0.550,0.995,2.445,33
3.115,WristLeft,-0.755,1.016,2.458,33
3.115,ShoulderRight,0.060,1.002,2.342,33
3.115,ElbowRight,0.291,0.990,2.377,33
3.115,WristRight,0.511,1.010,2.346,33
3.192,ShoulderLeft,-0.308,1.001,2.369,34
3.192,ElbowLeft,-0.550,0.996,2.444,34
3.192,WristLeft,-0.755,1.018,2.457,34
3.192,ShoulderRight,0.060,1.002,2.340,34
3.192,ElbowRight,0.296,0.991,2.375,34
3.192,WristRight,0.512,1.011,2.345,34
3.279,ShoulderLeft,-0.307,1.001,2.366,35
3.279,ElbowLeft,-0.550,0.997,2.443,35
3.279,WristLeft,-0.754,1.020,2.457,35
3.279,ShoulderRight,0.061,1.002,2.338,35
3.279,ElbowRight,0.298,0.991,2.374,35
3.279,WristRight,0.513,1.012,2.344,35
3.358,ShoulderLeft,-0.306,1.002,2.363,36
3.358,ElbowLeft,-0.549,0.999,2.442,36
3.358,WristLeft,-0.753,1.022,2.457,36
3.358,ShoulderRight,0.062,1.003,2.336,36
3.358,ElbowRight,0.300,0.991,2.373,36
3.358,WristRight,0.515,1.012,2.344,36
3.435,ShoulderLeft,-0.304,1.002,2.360,37
3.435,ElbowLeft,-0.548,1.000,2.441,37
3.435,WristLeft,-0.753,1.023,2.456,37
3.435,ShoulderRight,0.063,1.003,2.335,37
3.435,ElbowRight,0.301,0.992,2.373,37
3.435,WristRight,0.516,1.013,2.344,37
3.513,ShoulderLeft,-0.303,1.003,2.358,38
3.513,ElbowLeft,-0.547,1.001,2.440,38
3.513,WristLeft,-0.752,1.024,2.456,38
3.513,ShoulderRight,0.064,1.004,2.333,38
3.513,ElbowRight,0.302,0.992,2.372,38
3.513,WristRight,0.517,1.013,2.344,38
3.588,ShoulderLeft,-0.302,1.003,2.356,39
3.588,ElbowLeft,-0.546,1.001,2.439,39
3.588,WristLeft,-0.750,1.024,2.456,39
3.588,ShoulderRight,0.065,1.004,2.331,39
3.588,ElbowRight,0.302,0.992,2.372,39
3.588,WristRight,0.518,1.014,2.344,39
3.673,ShoulderLeft,-0.301,1.003,2.355,40
3.673,ElbowLeft,-0.544,1.002,2.438,40
3.673,WristLeft,-0.749,1.025,2.455,40
3.673,ShoulderRight,0.066,1.005,2.330,40
3.673,ElbowRight,0.303,0.993,2.371,40
3.673,WristRight,0.518,1.014,2.343,40
3.753,ShoulderLeft,-0.300,1.003,2.353,41
3.753,ElbowLeft,-0.543,1.002,2.437,41
3.753,WristLeft,-0.748,1.025,2.455,41
3.753,ShoulderRight,0.067,1.005,2.329,41
3.753,ElbowRight,0.303,0.993,2.371,41
3.753,WristRight,0.519,1.015,2.343,41
3.832,ShoulderLeft,-0.299,1.003,2.353,42
3.832,ElbowLeft,-0.542,1.003,2.436,42
3.832,WristLeft,-0.747,1.025,2.454,42
3.832,ShoulderRight,0.068,1.005,2.328,42
3.832,ElbowRight,0.303,0.993,2.371,42
3.832,WristRight,0.520,1.015,2.342,42
3.909,ShoulderLeft,-0.298,1.003,2.352,43
3.909,ElbowLeft,-0.542,1.003,2.436,43
3.909,WristLeft,-0.746,1.025,2.454,43
3.909,ShoulderRight,0.068,1.005,2.327,43
3.909,ElbowRight,0.303,0.993,2.370,43
3.909,WristRight,0.520,1.016,2.341,43
3.987,ShoulderLeft,-0.298,1.003,2.351,44
3.987,ElbowLeft,-0.541,1.003,2.436,44
3.987,WristLeft,-0.746,1.024,2.454,44
3.987,ShoulderRight,0.069,1.006,2.326,44
3.987,ElbowRight,0.303,0.993,2.370,44
3.987,WristRight,0.519,1.016,2.340,44
4.064,ShoulderLeft,-0.297,1.003,2.351,45
4.064,ElbowLeft,-0.540,1.003,2.435,45
4.064,WristLeft,-0.745,1.024,2.454,45
4.064,ShoulderRight,0.069,1.006,2.326,45
4.064,ElbowRight,0.303,0.993,2.369,45
4.064,WristRight,0.519,1.016,2.339,45
4.142,ShoulderLeft,-0.297,1.003,2.351,46
4.142,ElbowLeft,-0.540,1.003,2.435,46
4.142,WristLeft,-0.744,1.024,2.454,46
4.142,ShoulderRight,0.070,1.006,2.325,46
4.142,ElbowRight,0.303,0.993,2.369,46
4.142,WristRight,0.519,1.017,2.338,46
4.220,ShoulderLeft,-0.297,1.003,2.351,47
4.220,ElbowLeft,-0.539,1.002,2.435,47
4.220,WristLeft,-0.744,1.023,2.454,47
4.220,ShoulderRight,0.070,1.006,2.325,47
4.220,ElbowRight,0.303,0.993,2.368,47
4.220,WristRight,0.519,1.017,2.336,47
4.303,ShoulderLeft,-0.297,1.003,2.351,48
4.303,ElbowLeft,-0.539,1.002,2.435,48
4.303,WristLeft,-0.743,1.023,2.454,48
4.303,ShoulderRight,0.070,1.006,2.325,48
4.303,ElbowRight,0.303,0.994,2.367,48
4.303,WristRight,0.519,1.017,2.335,48
4.381,ShoulderLeft,-0.297,1.003,2.351,49
4.381,ElbowLeft,-0.539,1.002,2.435,49
4.381,WristLeft,-0.743,1.022,2.454,49
4.381,ShoulderRight,0.070,1.006,2.325,49
4.381,ElbowRight,0.303,0.994,2.366,49
4.381,WristRight,0.518,1.017,2.334,49
4.459,ShoulderLeft,-0.297,1.003,2.351,50
4.459,ElbowLeft,-0.539,1.002,2.435,50
4.459,WristLeft,-0.743,1.022,2.454,50
4.459,ShoulderRight,0.070,1.006,2.324,50
4.459,ElbowRight,0.303,0.994,2.366,50
4.459,WristRight,0.518,1.017,2.333,50
4.537,ShoulderLeft,-0.297,1.003,2.352,51
4.537,ElbowLeft,-0.538,1.002,2.435,51
4.537,WristLeft,-0.743,1.022,2.453,51
4.537,ShoulderRight,0.070,1.006,2.324,51
4.537,ElbowRight,0.303,0.993,2.365,51
4.537,WristRight,0.519,1.017,2.332,51
4.615,ShoulderLeft,-0.297,1.003,2.352,52
4.615,ElbowLeft,-0.538,1.002,2.435,52
4.615,WristLeft,-0.743,1.021,2.453,52
4.615,ShoulderRight,0.070,1.006,2.324,52
4.615,ElbowRight,0.303,0.993,2.364,52
4.615,WristRight,0.519,1.017,2.331,52
4.692,ShoulderLeft,-0.297,1.003,2.352,53
4.692,ElbowLeft,-0.538,1.002,2.435,53
4.692,WristLeft,-0.743,1.021,2.453,53
4.692,ShoulderRight,0.070,1.006,2.324,53
4.692,ElbowRight,0.303,0.993,2.364,53
4.692,WristRight,0.519,1.017,2.331,53
4.776,ShoulderLeft,-0.297,1.003,2.352,54
4.776,ElbowLeft,-0.538,1.002,2.435,54
4.776,WristLeft,-0.743,1.021,2.453,54
4.776,ShoulderRight,0.070,1.006,2.324,54
4.776,ElbowRight,0.303,0.993,2.363,54
4.776,WristRight,0.520,1.017,2.330,54
4.856,ShoulderLeft,-0.297,1.003,2.353,55
4.856,ElbowLeft,-0.538,1.001,2.435,55
4.856,WristLeft,-0.743,1.020,2.452,55
4.856,ShoulderRight,0.071,1.006,2.324,55
4.856,ElbowRight,0.303,0.993,2.363,55
4.856,WristRight,0.520,1.017,2.330,55
4.933,ShoulderLeft,-0.297,1.003,2.353,56
4.933,ElbowLeft,-0.538,1.001,2.435,56
4.933,WristLeft,-0.743,1.020,2.452,56
4.933,ShoulderRight,0.071,1.006,2.324,56
4.933,ElbowRight,0.303,0.993,2.363,56
4.933,WristRight,0.521,1.017,2.329,56
5.011,ShoulderLeft,-0.297,1.003,2.353,57
5.011,ElbowLeft,-0.539,1.001,2.435,57
5.011,WristLeft,-0.744,1.019,2.451,57
5.011,ShoulderRight,0.071,1.006,2.324,57
5.011,ElbowRight,0.303,0.993,2.362,57
5.011,WristRight,0.521,1.017,2.329,57
5.090,ShoulderLeft,-0.297,1.003,2.353,58
5.090,ElbowLeft,-0.539,1.000,2.435,58
5.090,WristLeft,-0.744,1.019,2.450,58
5.090,ShoulderRight,0.071,1.006,2.324,58
5.090,ElbowRight,0.303,0.993,2.362,58
5.090,WristRight,0.521,1.017,2.329,58
5.167,ShoulderLeft,-0.298,1.003,2.354,59
5.167,ElbowLeft,-0.539,1.000,2.434,59
5.167,WristLeft,-0.744,1.019,2.449,59
5.167,ShoulderRight,0.071,1.006,2.324,59
5.167,ElbowRight,0.303,0.993,2.362,59
5.167,WristRight,0.522,1.017,2.329,59
5.247,ShoulderLeft,-0.298,1.003,2.354,60
5.247,ElbowLeft,-0.539,1.000,2.434,60
5.247,WristLeft,-0.745,1.018,2.448,60
5.247,ShoulderRight,0.071,1.006,2.325,60
5.247,ElbowRight,0.303,0.993,2.362,60
5.247,WristRight,0.522,1.017,2.329,60
5.333,ShoulderLeft,-0.298,1.003,2.354,61
5.333,ElbowLeft,-0.539,0.999,2.434,61
5.333,WristLeft,-0.745,1.018,2.447,61
5.333,ShoulderRight,0.071,1.006,2.325,61
5.333,ElbowRight,0.303,0.993,2.362,61
5.333,WristRight,0.523,1.016,2.328,61
5.410,ShoulderLeft,-0.297,1.002,2.355,62
5.410,ElbowLeft,-0.540,0.999,2.434,62
5.410,WristLeft,-0.746,1.018,2.446,62
5.410,ShoulderRight,0.072,1.006,2.325,62
5.410,ElbowRight,0.304,0.993,2.362,62
5.410,WristRight,0.524,1.016,2.328,62
5.498,ShoulderLeft,-0.297,1.002,2.355,63
5.498,ElbowLeft,-0.540,0.999,2.434,63
5.498,WristLeft,-0.746,1.018,2.446,63
5.498,ShoulderRight,0.072,1.005,2.325,63
5.498,ElbowRight,0.304,0.993,2.362,63
5.498,WristRight,0.525,1.016,2.328,63
5.575,ShoulderLeft,-0.297,1.002,2.356,64
5.575,ElbowLeft,-0.540,0.999,2.434,64
5.575,WristLeft,-0.746,1.018,2.445,64
5.575,ShoulderRight,0.072,1.005,2.326,64
5.575,ElbowRight,0.304,0.993,2.362,64
5.575,WristRight,0.526,1.016,2.327,64
5.652,ShoulderLeft,-0.297,1.002,2.357,65
5.652,ElbowLeft,-0.540,0.999,2.434,65
5.652,WristLeft,-0.746,1.018,2.444,65
5.652,ShoulderRight,0.073,1.005,2.326,65
5.652,ElbowRight,0.304,0.992,2.361,65
5.652,WristRight,0.527,1.015,2.327,65
5.728,ShoulderLeft,-0.297,1.002,2.358,66
5.728,ElbowLeft,-0.540,0.999,2.434,66
5.728,WristLeft,-0.746,1.018,2.444,66
5.728,ShoulderRight,0.073,1.004,2.326,66
5.728,ElbowRight,0.305,0.992,2.361,66
5.728,WristRight,0.528,1.015,2.327,66
5.813,ShoulderLeft,-0.296,1.002,2.359,67
5.813,ElbowLeft,-0.540,0.999,2.434,67
5.813,WristLeft,-0.746,1.018,2.443,67
5.813,ShoulderRight,0.074,1.004,2.327,67
5.813,ElbowRight,0.305,0.992,2.361,67
5.813,WristRight,0.529,1.014,2.326,67
5.892,ShoulderLeft,-0.296,1.002,2.359,68
5.892,ElbowLeft,-0.540,0.999,2.434,68
5.892,WristLeft,-0.746,1.018,2.443,68
5.892,ShoulderRight,0.074,1.004,2.327,68
5.892,ElbowRight,0.305,0.992,2.361,68
5.892,WristRight,0.529,1.014,2.326,68
5.971,ShoulderLeft,-0.296,1.002,2.360,69
5.971,ElbowLeft,-0.540,0.999,2.434,69
5.971,WristLeft,-0.746,1.018,2.443,69
5.971,ShoulderRight,0.074,1.004,2.327,69
5.971,ElbowRight,0.305,0.992,2.361,69
5.971,WristRight,0.530,1.014,2.326,69
6.050,ShoulderLeft,-0.295,1.002,2.360,70
6.050,ElbowLeft,-0.540,0.998,2.434,70
6.050,WristLeft,-0.746,1.018,2.442,70
6.050,ShoulderRight,0.075,1.003,2.328,70
6.050,ElbowRight,0.305,0.992,2.361,70
6.050,WristRight,0.530,1.013,2.325,70
6.128,ShoulderLeft,-0.295,1.002,2.361,71
6.128,ElbowLeft,-0.540,0.998,2.434,71
6.128,WristLeft,-0.747,1.018,2.442,71
6.128,ShoulderRight,0.075,1.003,2.328,71
6.128,ElbowRight,0.305,0.992,2.361,71
6.128,WristRight,0.530,1.013,2.325,71
6.203,ShoulderLeft,-0.295,1.002,2.361,72
6.203,ElbowLeft,-0.540,0.998,2.434,72
6.203,WristLeft,-0.747,1.018,2.442,72
6.203,ShoulderRight,0.076,1.003,2.328,72
6.203,ElbowRight,0.305,0.992,2.361,72
6.203,WristRight,0.531,1.013,2.325,72
6.286,ShoulderLeft,-0.295,1.002,2.361,73
6.286,ElbowLeft,-0.540,0.998,2.434,73
6.286,WristLeft,-0.747,1.018,2.441,73
6.286,ShoulderRight,0.076,1.003,2.328,73
6.286,ElbowRight,0.306,0.992,2.361,73
6.286,WristRight,0.531,1.013,2.324,73
6.364,ShoulderLeft,-0.294,1.002,2.362,74
6.364,ElbowLeft,-0.540,0.998,2.433,74
6.364,WristLeft,-0.746,1.018,2.441,74
6.364,ShoulderRight,0.076,1.003,2.329,74
6.364,ElbowRight,0.306,0.992,2.361,74
6.364,WristRight,0.531,1.012,2.324,74
6.441,ShoulderLeft,-0.294,1.002,2.362,75
6.441,ElbowLeft,-0.540,0.998,2.433,75
6.441,WristLeft,-0.746,1.018,2.441,75
6.441,ShoulderRight,0.077,1.002,2.329,75
6.441,ElbowRight,0.306,0.991,2.361,75
6.441,WristRight,0.531,1.012,2.324,75
6.518,ShoulderLeft,-0.293,1.002,2.363,76
6.518,ElbowLeft,-0.540,0.998,2.433,76
6.518,WristLeft,-0.746,1.017,2.440,76
6.518,ShoulderRight,0.077,1.002,2.329,76
6.518,ElbowRight,0.306,0.991,2.361,76
6.518,WristRight,0.531,1.012,2.323,76
6.586,ShoulderLeft,-0.293,1.001,2.363,77
6.586,ElbowLeft,-0.540,0.998,2.433,77
6.586,WristLeft,-0.746,1.017,2.440,77
6.586,ShoulderRight,0.077,1.002,2.329,77
6.586,ElbowRight,0.306,0.991,2.361,77
6.586,WristRight,0.531,1.012,2.323,77
6.661,ShoulderLeft,-0.293,1.001,2.364,78
6.661,ElbowLeft,-0.540,0.997,2.433,78
6.661,WristLeft,-0.746,1.017,2.440,78
6.661,ShoulderRight,0.077,1.002,2.329,78
6.661,ElbowRight,0.307,0.991,2.361,78
6.661,WristRight,0.531,1.011,2.323,78
6.739,ShoulderLeft,-0.292,1.001,2.364,79
6.739,ElbowLeft,-0.540,0.997,2.433,79
6.739,WristLeft,-0.746,1.017,2.439,79
6.739,ShoulderRight,0.077,1.002,2.329,79
6.739,ElbowRight,0.307,0.991,2.361,79
6.739,WristRight,0.531,1.011,2.323,79
6.824,ShoulderLeft,-0.292,1.002,2.365,80
6.824,ElbowLeft,-0.540,0.997,2.433,80
6.824,WristLeft,-0.746,1.017,2.439,80
6.824,ShoulderRight,0.078,1.002,2.329,80
6.824,ElbowRight,0.307,0.991,2.361,80
6.824,WristRight,0.531,1.011,2.323,80
6.899,ShoulderLeft,-0.292,1.001,2.366,81
6.899,ElbowLeft,-0.540,0.997,2.433,81
6.899,WristLeft,-0.746,1.017,2.439,81
6.899,ShoulderRight,0.078,1.002,2.329,81
6.899,ElbowRight,0.307,0.991,2.360,81
6.899,WristRight,0.531,1.011,2.322,81
6.979,ShoulderLeft,-0.291,1.001,2.366,82
6.979,ElbowLeft,-0.540,0.997,2.433,82
6.979,WristLeft,-0.746,1.017,2.439,82
6.979,ShoulderRight,0.078,1.002,2.329,82
6.979,ElbowRight,0.307,0.991,2.360,82
6.979,WristRight,0.530,1.011,2.323,82
7.063,ShoulderLeft,-0.291,1.001,2.366,83
7.063,ElbowLeft,-0.540,0.997,2.433,83
7.063,WristLeft,-0.746,1.017,2.439,83
7.063,ShoulderRight,0.078,1.002,2.329,83
7.063,ElbowRight,0.307,0.991,2.360,83
7.063,WristRight,0.528,1.010,2.323,83
7.137,ShoulderLeft,-0.291,1.001,2.366,84
7.137,ElbowLeft,-0.540,0.996,2.433,84
7.137,WristLeft,-0.746,1.017,2.438,84
7.137,ShoulderRight,0.079,1.001,2.329,84
7.137,ElbowRight,0.307,0.991,2.360,84
7.137,WristRight,0.525,1.009,2.324,84
7.214,ShoulderLeft,-0.291,1.001,2.367,85
7.214,ElbowLeft,-0.539,0.996,2.433,85
7.214,WristLeft,-0.746,1.017,2.438,85
7.214,ShoulderRight,0.079,1.001,2.329,85
7.214,ElbowRight,0.307,0.990,2.360,85
7.214,WristRight,0.524,1.009,2.324,85
7.315,ShoulderLeft,-0.291,1.001,2.367,86
7.315,ElbowLeft,-0.539,0.996,2.433,86
7.315,WristLeft,-0.746,1.017,2.438,86
7.315,ShoulderRight,0.079,1.001,2.330,86
7.315,ElbowRight,0.307,0.990,2.360,86
7.315,WristRight,0.523,1.009,2.324,86
7.390,ShoulderLeft,-0.291,1.001,2.367,87
7.390,ElbowLeft,-0.539,0.996,2.433,87
7.390,WristLeft,-0.746,1.017,2.438,87
7.390,ShoulderRight,0.079,1.001,2.330,87
7.390,ElbowRight,0.307,0.990,2.360,87
7.390,WristRight,0.523,1.008,2.324,87
7.466,ShoulderLeft,-0.291,1.001,2.367,88
7.466,ElbowLeft,-0.539,0.995,2.433,88
7.466,WristLeft,-0.745,1.017,2.437,88
7.466,ShoulderRight,0.080,1.001,2.330,88
7.466,ElbowRight,0.307,0.990,2.360,88
7.466,WristRight,0.522,1.008,2.325,88
7.545,ShoulderLeft,-0.291,1.001,2.367,89
7.545,ElbowLeft,-0.539,0.995,2.433,89
7.545,WristLeft,-0.745,1.016,2.437,89
7.545,ShoulderRight,0.080,1.001,2.330,89
7.545,ElbowRight,0.307,0.990,2.361,89
7.545,WristRight,0.522,1.008,2.325,89
7.623,ShoulderLeft,-0.291,1.001,2.367,90
7.623,ElbowLeft,-0.539,0.995,2.433,90
7.623,WristLeft,-0.745,1.016,2.437,90
